Elapsed time(s),ECG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
183.935,-0.056,16.913,7.527,59,14.63,36
184,0.17,16.908,7.527,59,14.63,36.02
184.065,-0.031,16.9,7.525,59,14.63,36.03
184.129,0.01,16.895,7.523,59,14.63,36.04
184.194,0.12,16.889,7.521,59,14.63,36.07
184.258,0.207,16.883,7.518,59,14.63,36.09
184.323,0.006,16.878,7.516,59,14.63,36.13
184.387,-0.042,16.87,7.515,60,14.63,36.13
184.452,-0.038,16.865,7.512,60,14.63,36.17
184.516,-0.054,16.861,7.51,60,14.63,36.04
184.581,-0.065,16.853,7.508,60,14.63,35.99
184.645,-0.069,16.848,7.505,60,14.63,35.99
184.71,-0.067,16.843,7.504,60,14.63,36.01
184.774,-0.061,16.837,7.501,60,14.63,36.04
184.839,0.01,16.831,7.5,60,14.63,36.06
184.903,-0.083,16.826,7.498,60,14.63,36.07
184.968,0.169,16.821,7.495,60,14.63,36.07
185.032,-0.065,16.816,7.493,60,14.63,36.11
185.097,-0.038,16.809,7.491,60,14.63,36.18
185.161,0.034,16.803,7.489,60,14.63,36.3
185.226,0.163,16.796,7.488,60,14.63,36.44
185.29,0.031,16.791,7.484,60,14.63,36.66
185.355,-0.093,16.786,7.483,60,14.63,36.86
185.419,-0.094,16.781,7.48,60,14.63,37.14
185.484,-0.112,16.776,7.478,60,14.63,37.27
185.548,-0.131,16.771,7.475,60,14.63,37.42
185.613,-0.141,16.766,7.473,60,14.63,37.71
185.677,-0.129,16.761,7.471,60,14.63,37.99
185.742,-0.081,16.756,7.469,60,14.63,38.28
185.806,-0.168,16.751,7.466,60,14.63,38.52
185.871,0.12,16.746,7.464,60,14.63,38.7
185.935,-0.13,16.739,7.463,60,14.63,38.91
186,-0.091,16.734,7.46,60,14.63,39.18
186.065,-0.003,16.729,7.458,60,14.63,39.39
186.129,0.096,16.724,7.456,60,14.63,39.65
186.194,-0.057,16.719,7.454,60,14.63,39.92
186.258,-0.113,16.714,7.451,60,14.63,40.15
186.323,-0.106,16.709,7.449,60,14.63,40.31
186.387,-0.111,16.702,7.446,60,14.63,40.36
186.452,-0.114,16.696,7.445,60,14.63,40.35
186.516,-0.082,16.691,7.443,60,14.63,40.36
186.581,-0.047,16.686,7.44,60,14.63,40.34
186.645,-0.107,16.682,7.439,60,14.63,40.25
186.71,0.167,16.677,7.436,60,14.63,40.08
186.774,-0.067,16.672,7.435,60,14.63,39.86
186.839,-0.021,16.667,7.433,60,14.63,39.71
186.903,0.08,16.662,7.43,72,14.63,39.59
186.968,0.159,16.655,7.429,72,14.63,39.51
187.032,-0.015,16.651,7.428,72,14.63,39.43
187.097,-0.05,16.645,7.424,72,14.63,39.33
187.161,-0.039,16.639,7.423,72,14.63,39.18
187.226,-0.048,16.636,7.421,72,14.63,38.93
187.29,-0.057,16.632,7.418,72,14.63,38.71
187.355,-0.055,16.627,7.417,72,14.63,38.58
187.419,-0.049,16.622,7.416,72,14.63,38.45
187.484,0.034,16.617,7.413,72,14.63,38.38
187.548,-0.045,16.612,7.412,72,14.61,38.25
187.613,0.207,16.607,7.408,72,14.61,38.1
187.677,-0.019,16.602,7.408,72,14.61,37.99
187.742,0.011,16.597,7.406,72,14.61,37.89
187.806,0.083,16.592,7.403,72,14.61,37.82
187.871,0.216,16.587,7.402,72,14.61,37.76
187.935,0.14,16.582,7.398,72,14.63,37.71
188,-0.001,16.575,7.394,72,14.61,37.61
188.065,0.004,16.57,7.393,72,14.61,37.51
188.129,-0.001,16.567,7.393,72,14.61,37.3
188.194,-0.021,16.562,7.391,72,14.61,37.04
188.258,-0.023,16.557,7.389,64,14.61,36.92
188.323,-0.024,16.552,7.387,64,14.61,36.8
188.387,-0.025,16.547,7.384,64,14.61,36.75
188.452,-0.024,16.542,7.383,64,14.61,36.68
188.516,0.027,16.538,7.381,64,14.61,36.54
188.581,0.006,16.533,7.379,64,14.61,36.53
188.645,0.037,16.53,7.377,64,14.61,36.48
188.71,0.149,16.525,7.376,64,14.61,36.44
188.774,0.004,16.52,7.376,64,14.61,36.41
188.839,0.054,16.515,7.373,64,14.61,36.38
188.903,0.173,16.51,7.371,64,14.61,36.36
188.968,0.214,16.505,7.369,64,14.61,36.35
189.032,0.007,16.5,7.368,64,14.61,36.33
189.097,-0.02,16.495,7.366,56,14.61,36.3
189.161,-0.015,16.49,7.363,56,14.61,36.26
189.226,-0.032,16.488,7.362,56,14.61,36.09
189.29,-0.043,16.483,7.359,56,14.61,36.02
189.355,-0.047,16.478,7.358,56,14.61,36
189.419,-0.048,16.473,7.356,56,14.61,36
189.484,-0.052,16.468,7.354,56,14.61,36.02
189.548,-0.043,16.465,7.352,56,14.61,36.02
189.613,0.023,16.46,7.351,56,14.61,36
189.677,-0.065,16.455,7.348,56,14.61,35.99
189.742,0.186,16.45,7.348,56,14.61,35.98
189.806,-0.04,16.448,7.346,56,14.61,35.98
189.871,-0.011,16.443,7.343,56,14.61,35.99
189.935,0.068,16.438,7.342,56,14.61,35.99
190,0.202,16.434,7.339,56,14.61,36.03
190.065,0.073,16.428,7.337,56,14.61,36.1
190.129,-0.059,16.425,7.334,56,14.61,36.18
190.194,-0.061,16.422,7.334,56,14.61,36.34
190.258,-0.101,16.418,7.332,56,14.61,36.4
190.323,-0.108,16.411,7.33,56,14.61,36.47
190.387,-0.13,16.406,7.329,56,14.61,36.69
190.452,-0.12,16.403,7.326,56,14.61,36.92
190.516,-0.134,16.4,7.325,56,14.61,37.18
190.581,-0.111,16.396,7.324,56,14.61,37.56
190.645,-0.078,16.392,7.322,56,14.61,37.56
190.71,-0.133,16.388,7.319,56,14.61,37.55
190.774,0.123,16.383,7.319,56,14.61,37.61
190.839,-0.105,16.378,7.316,56,14.61,38.07
190.903,-0.066,16.376,7.314,56,14.61,38.56
190.968,0.028,16.369,7.314,80,14.61,39.1
191.032,0.118,16.366,7.311,80,14.61,39.53
191.097,-0.054,16.361,7.309,80,14.61,39.86
191.161,-0.094,16.356,7.307,80,14.61,40.07
191.226,-0.084,16.353,7.306,80,14.61,40.13
191.29,-0.097,16.348,7.304,80,14.61,40.03
191.355,-0.102,16.343,7.301,80,14.61,39.87
191.419,-0.099,16.338,7.301,80,14.61,39.71
191.484,-0.099,16.336,7.299,80,14.61,39.49
191.548,-0.058,16.331,7.296,80,14.61,39.33
191.613,-0.051,16.326,7.296,80,14.61,39.11
191.677,-0.056,16.324,7.294,80,14.61,38.87
191.742,0.125,16.319,7.292,80,14.61,38.72
191.806,-0.066,16.314,7.291,80,14.61,38.61
191.871,-0.024,16.309,7.289,80,14.61,38.54
191.935,0.084,16.305,7.287,62,14.61,38.47
192,0.142,16.301,7.286,62,14.61,38.41
192.065,-0.049,16.296,7.284,62,14.61,38.33
192.129,-0.081,16.291,7.282,62,14.61,38.23
192.194,-0.073,16.289,7.281,62,14.61,38.17
192.258,-0.086,16.284,7.279,62,14.61,38.01
192.323,-0.091,16.279,7.277,62,14.61,37.91
192.387,-0.091,16.276,7.275,62,14.61,37.89
192.452,-0.089,16.271,7.274,62,14.61,37.87
192.516,-0.088,16.267,7.272,62,14.61,37.89
192.581,-0.078,16.264,7.271,62,14.61,37.87
192.645,-0.008,16.259,7.269,62,14.61,37.83
192.71,-0.091,16.254,7.267,62,14.61,37.8
192.774,0.173,16.251,7.266,62,14.61,37.79
192.839,-0.066,16.246,7.265,62,14.61,37.8
192.903,-0.035,16.244,7.264,62,14.61,37.8
192.968,0.043,16.239,7.261,56,14.61,37.81
193.032,0.168,16.234,7.261,56,14.61,37.84
193.097,0.056,16.231,7.259,56,14.61,37.87
193.161,-0.062,16.227,7.256,56,14.61,37.85
193.226,-0.055,16.222,7.256,56,14.61,37.85
193.29,-0.055,16.219,7.254,56,14.61,37.75
193.355,-0.067,16.214,7.252,56,14.61,37.66
193.419,-0.071,16.211,7.251,56,14.61,37.68
193.484,-0.073,16.207,7.249,56,14.61,37.68
193.548,-0.071,16.202,7.249,56,14.61,37.69
193.613,-0.066,16.199,7.246,56,14.61,37.69
193.677,-0.062,16.194,7.244,56,14.61,37.67
193.742,-0.031,16.191,7.244,56,14.61,37.64
193.806,-0.005,16.187,7.242,56,14.61,37.65
193.871,-0.041,16.182,7.239,56,14.61,37.64
193.935,0.183,16.179,7.239,56,14.6,37.67
194,-0.021,16.174,7.237,68,14.61,37.68
194.065,0.021,16.172,7.237,68,14.61,37.69
194.129,0.125,16.167,7.234,68,14.61,37.7
194.194,0.216,16.162,7.233,68,14.6,37.71
194.258,0.03,16.159,7.232,68,14.6,37.71
194.323,-0.023,16.155,7.229,68,14.61,37.7
194.387,-0.015,16.152,7.228,68,14.6,37.69
194.452,-0.028,16.147,7.227,68,14.6,37.6
194.516,-0.041,16.144,7.225,68,14.6,37.57
194.581,-0.047,16.14,7.224,68,14.6,37.58
194.645,-0.049,16.137,7.222,68,14.6,37.58
194.71,-0.047,16.132,7.22,68,14.6,37.6
194.774,-0.045,16.13,7.219,68,14.6,37.61
194.839,-0.027,16.125,7.218,68,14.6,37.59
194.903,0.025,16.121,7.215,68,14.6,37.62
194.968,-0.053,16.117,7.214,68,14.6,37.64
195.032,0.218,16.115,7.213,68,14.6,37.66
195.097,-0.018,16.11,7.21,68,14.6,37.7
195.161,0.013,16.107,7.209,68,14.6,37.7
195.226,0.1,16.102,7.208,68,14.6,37.69
195.29,0.227,16.099,7.207,68,14.6,37.68
195.355,0.074,16.095,7.205,68,14.6,37.7
195.419,-0.025,16.091,7.204,68,14.6,37.7
195.484,-0.015,16.087,7.202,71,14.6,37.71
195.548,-0.026,16.084,7.2,71,14.6,37.62
195.613,-0.04,16.08,7.199,71,14.6,37.54
195.677,-0.041,16.076,7.197,71,14.6,37.55
195.742,-0.039,16.072,7.195,71,14.6,37.54
195.806,-0.034,16.069,7.194,71,14.6,37.56
195.871,-0.009,16.066,7.193,71,14.6,37.57
195.935,0.057,16.063,7.192,71,14.6,37.54
196,0.046,16.058,7.189,71,14.6,37.51
196.065,-0.026,16.053,7.189,71,14.6,37.47
196.129,0.216,16.05,7.187,71,14.6,37.38
196.194,-0.02,16.045,7.187,71,14.6,37.25
196.258,0.002,16.04,7.185,71,14.6,36.94
196.323,0.092,16.038,7.183,71,14.6,36.92
196.387,0.197,16.033,7.182,71,14.6,36.66
196.452,0.006,16.03,7.18,71,14.6,36.58
196.516,-0.072,16.029,7.179,55,14.6,36.42
196.581,-0.039,16.027,7.178,55,14.6,36.36
196.645,-0.027,16.024,7.177,55,14.6,36.2
196.71,-0.024,16.02,7.175,55,14.6,35.99
196.774,-0.018,16.018,7.173,55,14.6,36.07
196.839,-0.011,16.014,7.17,55,14.6,36.26
196.903,-0.01,16.01,7.169,55,14.6,36.45
196.968,-0.009,16.008,7.167,55,14.6,36.16
197.032,0.064,16.004,7.165,55,14.6,35.88
197.097,-0.009,16.002,7.164,55,14.6,35.76
197.161,0.211,15.998,7.162,55,14.6,35.69
197.226,0.003,15.997,7.16,55,14.6,35.5
197.29,0.017,15.993,7.159,55,14.6,35.37
197.355,0.078,15.99,7.158,55,14.6,35.32
197.419,0.215,15.987,7.157,55,14.6,35.34
197.484,0.183,15.984,7.155,55,14.6,35.54
197.548,-0.005,15.981,7.153,55,14.6,35.84
197.613,-0.015,15.977,7.152,56,14.6,36.18
197.677,-0.024,15.975,7.151,56,14.6,36.43
197.742,-0.044,15.971,7.148,56,14.6,36.56
197.806,-0.056,15.968,7.147,56,14.6,36.83
197.871,-0.059,15.966,7.145,56,14.6,37.14
197.935,0.01,15.962,7.145,56,14.6,37.49
198,-0.075,15.958,7.142,56,14.6,37.83
198.065,0.178,15.955,7.141,56,14.6,38.08
198.129,-0.057,15.953,7.14,56,14.6,38.31
198.194,-0.045,15.948,7.138,56,14.6,38.56
198.258,0.018,15.946,7.137,56,14.6,38.83
198.323,0.143,15.941,7.135,66,14.6,39.11
198.387,0.083,15.937,7.135,66,14.6,39.38
198.452,-0.053,15.933,7.132,66,14.6,39.6
198.516,-0.044,15.931,7.132,66,14.6,39.67
198.581,-0.047,15.927,7.13,66,14.6,39.57
198.645,-0.056,15.923,7.127,66,14.6,39.4
198.71,-0.051,15.921,7.127,66,14.6,39.28
198.774,0.025,15.916,7.125,66,14.6,39.19
198.839,-0.07,15.913,7.125,66,14.6,39.14
198.903,0.205,15.91,7.122,66,14.6,39.06
198.968,-0.043,15.906,7.122,66,14.6,38.91
199.032,-0.009,15.902,7.12,66,14.6,38.76
199.097,0.066,15.898,7.118,72,14.6,38.64
199.161,0.194,15.896,7.117,72,14.6,38.57
199.226,0.086,15.892,7.116,72,14.6,38.51
199.29,-0.025,15.889,7.115,72,14.6,38.43
199.355,-0.013,15.886,7.113,72,14.6,38.33
199.419,-0.02,15.881,7.112,72,14.6,38.12
199.484,-0.03,15.879,7.11,72,14.6,37.86
199.548,-0.031,15.875,7.108,72,14.6,37.75
199.613,-0.028,15.871,7.107,72,14.6,37.63
199.677,0.021,15.869,7.106,72,14.6,37.58
199.742,0.012,15.864,7.105,72,14.6,37.5
199.806,0.033,15.861,7.102,72,14.6,37.37
199.871,0.163,15.858,7.102,72,14.6,37.24
199.935,0.005,15.854,7.1,89,14.6,37.16
200,0.053,15.847,7.098,89,14.6,37.09
200.065,0.167,15.845,7.097,89,14.6,37.01
200.129,0.186,15.843,7.096,89,14.6,36.95
200.194,0.004,15.84,7.095,89,14.6,36.86
200.258,0.007,15.836,7.092,89,14.6,36.76
200.323,0.013,15.833,7.091,89,14.6,36.64
200.387,-0.001,15.829,7.09,89,14.6,36.36
200.452,-0.009,15.826,7.087,89,14.6,36.2
200.516,-0.015,15.823,7.087,89,14.6,36.05
200.581,-0.013,15.819,7.086,89,14.6,36.05
200.645,-0.013,15.816,7.083,89,14.6,36.06
200.71,-0.012,15.813,7.082,89,14.6,36.02
200.774,0.014,15.809,7.082,89,14.6,35.98
200.839,0.049,15.805,7.08,89,14.59,35.97
200.903,-0.016,15.802,7.078,89,14.59,35.94
200.968,0.22,15.799,7.077,89,14.59,35.93
201.032,0.01,15.796,7.076,89,14.59,35.92
201.097,0.047,15.792,7.075,71,14.59,35.93
201.161,0.142,15.787,7.075,71,14.59,35.94
201.226,0.224,15.784,7.078,71,14.59,35.94
201.29,0.041,15.778,7.077,71,14.6,35.93
201.355,-0.043,15.774,7.077,71,14.59,35.92
201.419,-0.051,15.773,7.08,71,14.59,35.93
201.484,-0.071,15.771,7.081,71,14.59,35.77
201.548,-0.076,15.768,7.08,71,14.59,35.85
201.613,-0.054,15.767,7.077,71,14.59,36.31
201.677,-0.046,15.764,7.061,71,14.59,36.73
201.742,-0.037,15.761,7.043,71,14.59,37.14
201.806,-0.029,15.757,7.024,71,14.59,37.5
201.871,-0.021,15.753,7.006,71,14.59,37.6
201.935,0.048,15.749,6.995,71,14.59,37.33
202,-0.036,15.747,6.991,71,14.59,37.2
202.065,0.218,15.743,6.991,71,14.59,37.23
202.129,-0.025,15.741,6.995,71,14.59,37.4
202.194,0.002,15.737,6.996,71,14.59,37.54
202.258,0.072,15.732,6.991,70,14.59,37.76
202.323,0.201,15.729,6.989,70,14.59,38.07
202.387,0.1,15.726,6.996,70,14.59,38.37
202.452,-0.034,15.723,7,70,14.59,38.61
202.516,-0.03,15.719,6.999,70,14.59,38.95
202.581,-0.039,15.717,6.993,70,14.59,39.11
202.645,-0.051,15.714,6.989,70,14.59,39.25
202.71,-0.057,15.711,6.985,70,14.59,39.48
202.774,-0.058,15.707,6.98,70,14.59,39.63
202.839,0.011,15.706,6.974,70,14.59,39.79
202.903,-0.046,15.702,6.972,70,14.59,39.91
202.968,0.159,15.7,6.968,70,14.59,39.83
203.032,0.009,15.696,6.968,70,14.59,39.65
203.097,-0.011,15.694,6.968,70,14.59,39.49
203.161,0.046,15.691,6.966,70,14.59,39.39
203.226,0.174,15.689,6.963,93,14.59,39.3
203.29,0.167,15.687,6.961,93,14.59,39.22
203.355,-0.004,15.684,6.959,93,14.59,39.11
203.419,0,15.682,6.957,93,14.59,39.03
203.484,0.002,15.681,6.966,93,14.59,38.88
203.548,-0.017,15.679,6.986,93,14.59,38.66
203.613,-0.024,15.677,7.002,93,14.59,38.54
203.677,-0.023,15.676,7.006,93,14.59,38.45
203.742,-0.021,15.674,7.01,93,14.59,38.39
203.806,0.015,15.672,7.013,93,14.59,38.33
203.871,0.036,15.67,7.015,93,14.59,38.21
203.935,0,15.669,7.018,93,14.59,37.98
204,0.217,15.666,7.02,93,14.59,37.8
204.065,0.011,15.664,7.023,93,14.59,37.68
204.129,0.052,15.662,7.02,93,14.59,37.62
204.194,0.155,15.66,7.012,93,14.59,37.57
204.258,0.248,15.659,7.006,93,14.59,37.52
204.323,0.056,15.656,7.005,93,14.59,37.4
204.387,-0.001,15.656,7.005,93,14.59,37.2
204.452,0.002,15.656,7.005,93,14.59,36.98
204.516,-0.014,15.656,7.005,93,14.59,36.58
204.581,-0.027,15.659,7.005,93,14.59,36.26
204.645,-0.03,15.662,7.005,93,14.59,36.02
204.71,-0.029,15.665,7.005,93,14.59,35.8
204.774,-0.025,15.672,7.006,93,14.59,35.72
204.839,0.047,15.678,7.008,93,14.59,35.69
204.903,-0.022,15.688,7.01,93,14.59,35.62
204.968,0.206,15.701,7.011,93,14.59,35.57
205.032,-0.001,15.714,7.014,93,14.59,35.52
205.097,0.017,15.729,7.016,93,14.59,35.54
205.161,0.078,15.748,7.019,93,14.59,35.57
205.226,0.215,15.769,7.024,93,14.59,35.63
205.29,0.191,15.793,7.029,93,14.59,35.67
205.355,0,15.82,7.034,93,14.59,35.68
205.419,-0.009,15.85,7.04,93,14.59,35.7
205.484,-0.011,15.882,7.046,93,14.59,35.71
205.548,-0.026,15.916,7.054,93,14.59,35.54
205.613,-0.03,15.952,7.062,93,14.59,35.43
205.677,-0.042,15.992,7.072,93,14.59,35.38
205.742,-0.054,16.032,7.087,93,14.59,35.41
205.806,-0.048,16.074,7.111,93,14.59,35.5
205.871,-0.037,16.117,7.133,93,14.59,35.51
205.935,-0.125,16.16,7.146,93,14.59,35.48
206,0.104,16.207,7.16,93,14.59,35.56
206.065,-0.139,16.253,7.174,93,14.59,35.77
206.129,-0.114,16.3,7.184,93,14.59,35.93
206.194,-0.03,16.348,7.195,93,14.59,36.29
206.258,0.07,16.396,7.21,93,14.59,36.64
206.323,-0.104,16.443,7.227,93,14.59,36.94
206.387,-0.157,16.488,7.244,93,14.59,37.3
206.452,-0.143,16.535,7.262,93,14.59,37.69
206.516,-0.145,16.578,7.276,93,14.59,38.42
206.581,-0.14,16.622,7.286,93,14.59,39.08
206.645,-0.112,16.666,7.296,93,14.59,39.41
206.71,-0.048,16.706,7.308,93,14.59,39.72
206.774,-0.126,16.748,7.32,93,14.59,39.8
206.839,0.157,16.787,7.331,93,14.59,39.81
206.903,-0.085,16.826,7.343,93,14.59,39.66
206.968,-0.046,16.863,7.353,93,14.59,39.51
207.032,0.042,16.899,7.365,70,14.59,39.45
207.097,0.162,16.933,7.375,70,14.58,39.32
207.161,0.032,16.967,7.385,70,14.59,39.13
207.226,-0.038,16.998,7.394,70,14.59,38.91
207.29,-0.015,17.028,7.399,70,14.58,38.67
207.355,-0.026,17.055,7.407,70,14.59,38.34
207.419,-0.036,17.079,7.413,70,14.59,38.02
207.484,-0.037,17.102,7.424,70,14.59,37.81
207.548,-0.035,17.135,7.445,70,14.59,37.56
207.613,-0.026,17.151,7.452,70,14.59,37.44
207.677,0.035,17.16,7.461,70,14.59,37.31
207.742,0.194,17.178,7.472,70,14.59,37.1
207.806,0.216,17.192,7.482,70,14.58,36.93
207.871,-0.018,17.206,7.491,70,14.59,36.74
207.935,0.018,17.217,7.5,61,14.59,36.59
208,0.096,17.228,7.507,61,14.59,36.41
208.065,0.227,17.238,7.516,61,14.59,36.13
208.129,0.138,17.246,7.523,61,14.59,36.12
208.194,0,17.253,7.528,61,14.59,35.98
208.258,0.005,17.258,7.533,61,14.58,35.9
208.323,0.001,17.263,7.541,61,14.58,35.71
208.387,-0.016,17.266,7.548,61,14.58,35.5
208.452,-0.023,17.27,7.553,61,14.58,35.43
208.516,-0.027,17.27,7.558,61,14.58,35.38
208.581,-0.028,17.271,7.564,61,14.58,35.36
208.645,-0.026,17.272,7.57,61,14.58,35.37
208.71,0,17.271,7.573,61,14.58,35.34
208.774,0.037,17.27,7.578,61,14.58,35.32
208.839,-0.033,17.267,7.581,61,14.58,35.3
208.903,0.204,17.265,7.586,61,14.58,35.3
208.968,-0.007,17.261,7.587,61,14.58,35.3
209.032,0.026,17.258,7.59,61,14.58,35.29
209.097,0.121,17.252,7.59,74,14.58,35.3
209.161,0.227,17.246,7.59,74,14.58,35.3
209.226,0.049,17.241,7.591,74,14.58,35.32
209.29,-0.031,17.233,7.592,74,14.58,35.31
209.355,-0.028,17.227,7.592,74,14.58,35.32
209.419,-0.048,17.219,7.592,74,14.58,35.2
209.484,-0.071,17.21,7.592,74,14.58,35.24
209.548,-0.091,17.201,7.592,74,14.58,35.45
209.613,-0.105,17.192,7.592,74,14.58,35.78
209.677,-0.113,17.18,7.591,74,14.58,36.2
209.742,-0.108,17.17,7.59,74,14.58,36.6
209.806,-0.06,17.16,7.59,74,14.58,36.96
209.871,-0.148,17.147,7.59,74,14.58,37.31
209.935,0.123,17.136,7.587,74,14.58,37.66
210,-0.131,17.124,7.587,74,14.58,37.97
210.065,-0.102,17.112,7.587,74,14.58,38.29
210.129,-0.027,17.098,7.586,78,14.58,38.56
210.194,0.092,17.084,7.585,78,14.58,38.84
210.258,-0.021,17.07,7.585,78,14.58,39.09
210.323,-0.116,17.057,7.585,78,14.58,39.25
210.387,-0.107,17.044,7.582,78,14.58,39.39
210.452,-0.113,17.03,7.581,78,14.58,39.33
210.516,-0.12,17.015,7.58,78,14.58,39.22
210.581,-0.117,17,7.578,78,14.58,39.13
210.645,-0.115,16.987,7.577,78,14.58,39.02
210.71,-0.088,16.972,7.575,78,14.58,38.95
210.774,-0.04,16.957,7.573,78,14.58,38.85
210.839,-0.11,16.943,7.57,78,14.58,38.69
210.903,0.154,16.93,7.568,78,14.58,38.53
210.968,-0.074,16.915,7.565,78,14.58,38.42
211.032,-0.031,16.9,7.563,78,14.58,38.32
211.097,0.067,16.887,7.56,62,14.58,38.24
211.161,0.183,16.871,7.558,62,14.58,38.14
211.226,0.028,16.858,7.557,62,14.58,38.05
211.29,-0.038,16.843,7.553,62,14.58,37.9
211.355,-0.024,16.828,7.551,62,14.58,37.74
211.419,-0.033,16.814,7.55,62,14.58,37.44
211.484,-0.042,16.801,7.548,62,14.58,37.19
211.548,-0.042,16.788,7.551,62,14.58,37.08
211.613,-0.04,16.773,7.551,62,14.58,36.95
211.677,-0.04,16.759,7.558,62,14.58,36.9
211.742,-0.013,16.747,7.56,62,14.58,36.81
211.806,0.011,16.739,7.56,62,14.58,36.69
211.871,-0.041,16.731,7.556,62,14.58,36.6
211.935,0.167,16.722,7.553,62,14.57,36.53
212,-0.022,16.709,7.548,80,14.58,36.48
212.065,0.029,16.694,7.546,80,14.58,36.43
212.129,0.139,16.68,7.541,80,14.57,36.38
212.194,0.247,16.668,7.534,80,14.57,36.2
212.258,0.064,16.658,7.528,80,14.57,36.07
212.323,-0.002,16.648,7.523,80,14.57,35.95
212.387,0.007,16.635,7.516,80,14.57,35.84
212.452,0,16.623,7.511,80,14.57,35.63
212.516,-0.014,16.61,7.506,80,14.57,35.42
212.581,-0.02,16.599,7.501,80,14.57,35.28
212.645,-0.02,16.588,7.499,80,14.57,35.18
212.71,-0.013,16.577,7.494,80,14.57,35.2
212.774,0.05,16.564,7.489,80,14.57,35.12
212.839,-0.042,16.547,7.484,80,14.58,34.95
212.903,0.215,16.532,7.479,80,14.57,34.9
212.968,-0.013,16.517,7.474,80,14.57,34.93
213.032,0.006,16.503,7.468,80,14.57,35.05
213.097,0.078,16.489,7.462,84,14.57,35.21
213.161,0.199,16.476,7.456,84,14.57,35.48
213.226,0.06,16.464,7.451,84,14.57,36.06
213.29,-0.057,16.453,7.446,84,14.57,36.66
213.355,-0.057,16.441,7.441,84,14.57,37.27
213.419,-0.079,16.429,7.436,84,14.57,37.55
213.484,-0.093,16.419,7.433,84,14.57,37.72
213.548,-0.06,16.409,7.429,84,14.57,37.99
213.613,-0.039,16.397,7.425,84,14.57,38.21
213.677,-0.081,16.387,7.422,84,14.57,38.46
213.742,0.135,16.377,7.417,84,14.57,38.59
213.806,-0.066,16.367,7.413,84,14.57,38.72
213.871,-0.014,16.357,7.409,84,14.57,38.8
213.935,0.09,16.344,7.404,111,14.57,38.82
214,0.175,16.336,7.401,111,14.57,38.77
214.065,-0.002,16.325,7.397,111,14.57,38.71
214.129,-0.039,16.317,7.392,111,14.57,38.68
214.194,-0.037,16.307,7.388,111,14.57,38.6
214.258,-0.049,16.297,7.384,111,14.57,38.36
214.323,-0.053,16.287,7.379,111,14.57,38.15
214.387,-0.011,16.28,7.376,111,14.57,37.96
214.452,0.007,16.27,7.372,111,14.57,37.75
214.516,-0.025,16.261,7.367,111,14.57,37.57
214.581,0.178,16.252,7.364,111,14.57,37.33
214.645,-0.011,16.244,7.359,106,14.57,37.05
214.71,0.036,16.235,7.356,106,14.57,36.81
214.774,0.147,16.225,7.352,106,14.57,36.63
214.839,0.231,16.218,7.348,106,14.57,36.47
214.903,0.042,16.21,7.344,106,14.57,36.37
214.968,-0.001,16.202,7.339,106,14.57,36.24
215.032,0,16.193,7.336,106,14.57,36.18
215.097,-0.02,16.185,7.333,106,14.57,35.97
215.161,-0.03,16.178,7.33,106,14.57,35.83
215.226,-0.034,16.169,7.327,106,14.57,35.79
215.29,0.042,16.162,7.324,106,14.57,35.76
215.355,-0.025,16.155,7.32,106,14.57,35.79
215.419,0.152,16.148,7.316,106,14.57,35.8
215.484,0.012,16.142,7.312,106,14.57,35.77
215.548,-0.006,16.135,7.31,97,14.57,35.75
215.613,0.054,16.13,7.305,97,14.57,35.75
215.677,0.183,16.125,7.302,97,14.57,35.75
215.742,0.189,16.122,7.297,97,14.57,35.76
215.806,0,16.121,7.296,97,14.57,35.75
215.871,-0.011,16.121,7.292,97,14.57,35.76
215.935,-0.02,16.121,7.29,97,14.57,35.74
216,-0.041,16.125,7.287,97,14.57,35.6
216.065,-0.05,16.13,7.284,97,14.57,35.6
216.129,-0.053,16.135,7.281,97,14.57,35.6
216.194,-0.045,16.143,7.277,97,14.57,35.63
216.258,0.025,16.153,7.275,97,14.57,35.68
216.323,-0.072,16.163,7.271,97,14.57,35.71
216.387,0.176,16.177,7.27,97,14.57,35.71
216.452,-0.048,16.189,7.266,97,14.57,35.72
216.516,-0.016,16.204,7.262,97,14.57,35.73
216.581,0.064,16.218,7.26,89,14.57,35.76
216.645,0.193,16.234,7.257,89,14.57,35.76
216.71,0.089,16.251,7.255,89,14.57,35.79
216.774,-0.035,16.268,7.251,89,14.57,35.77
216.839,-0.033,16.284,7.25,89,14.57,35.82
216.903,-0.049,16.301,7.246,89,14.57,35.74
216.968,-0.064,16.318,7.245,89,14.57,35.64
217.032,-0.069,16.333,7.242,89,14.57,35.64
217.097,-0.073,16.348,7.239,89,14.57,35.64
217.161,-0.076,16.363,7.237,89,14.57,35.68
217.226,0.001,16.378,7.234,89,14.57,35.7
217.29,-0.088,16.393,7.232,89,14.57,35.71
217.355,0.139,16.406,7.229,89,14.57,35.72
217.419,-0.086,16.419,7.228,89,14.57,35.79
217.484,-0.072,16.429,7.224,89,14.57,35.92
217.548,-0.014,16.441,7.222,89,14.57,36.14
217.613,0.109,16.45,7.219,85,14.57,36.37
217.677,0.067,16.459,7.217,85,14.57,36.67
217.742,-0.1,16.469,7.214,85,14.57,36.96
217.806,-0.105,16.476,7.213,85,14.57,37.32
