Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),marker(mV),RESP(mV)
744.258,-0.108,0.906,7.645,16.531,10.54,46.92
744.323,-0.105,0.976,7.645,16.531,10.52,46.92
744.387,-0.103,1.013,7.644,16.529,10.52,46.86
744.452,-0.052,1.026,7.642,16.526,10.54,46.83
744.516,-0.145,0.982,7.64,16.525,10.52,46.83
744.581,0.111,0.953,7.638,16.522,10.52,46.83
744.645,-0.077,0.961,7.637,16.521,10.52,46.85
744.71,-0.002,0.948,7.634,16.52,10.54,46.83
744.774,0.218,0.927,7.632,16.519,10.52,46.83
744.839,0.204,0.945,7.63,16.519,10.52,46.83
744.903,-0.1,0.886,7.629,16.519,10.54,46.87
744.968,-0.108,0.888,7.627,16.517,10.52,46.9
745.032,-0.098,0.901,7.625,16.516,10.52,46.94
745.097,-0.109,0.899,7.624,16.516,10.54,46.92
745.161,-0.048,0.93,7.622,16.516,10.52,46.87
745.226,-0.114,0.922,7.62,16.516,10.52,46.86
745.29,0.127,0.966,7.619,16.519,10.52,46.88
745.355,-0.114,0.969,7.618,16.522,10.54,46.87
745.419,-0.036,0.995,7.617,16.528,10.52,46.84
745.484,0.116,1.049,7.614,16.542,10.54,46.82
745.548,0.319,0.966,7.614,16.559,10.54,46.81
745.613,-0.045,0.979,7.613,16.582,10.52,46.83
745.677,-0.109,0.935,7.612,16.612,10.52,46.83
745.742,-0.098,0.919,7.612,16.647,10.54,46.83
745.806,-0.101,0.932,7.609,16.687,10.52,46.82
745.871,-0.083,0.914,7.609,16.732,10.54,46.78
745.935,-0.065,0.85,7.609,16.779,10.52,46.75
746,-0.148,0.893,7.609,16.827,10.52,46.76
746.065,0.147,0.901,7.609,16.875,10.52,46.77
746.129,-0.057,0.893,7.609,16.923,10.54,46.78
746.194,0.041,0.94,7.609,16.967,10.52,46.78
746.258,0.304,0.878,7.61,17.01,10.52,46.78
746.323,0.092,0.927,7.613,17.044,10.54,46.79
746.387,-0.102,0.943,7.615,17.075,10.54,46.81
746.452,-0.098,1.033,7.618,17.102,10.54,46.82
746.516,-0.094,0.966,7.622,17.125,10.54,46.8
746.581,-0.089,0.899,7.628,17.141,10.52,46.77
746.645,-0.044,0.938,7.633,17.155,10.52,46.75
746.71,-0.135,0.924,7.638,17.165,10.52,46.76
746.774,0.124,0.94,7.644,17.17,10.52,46.76
746.839,-0.064,0.938,7.651,17.173,10.54,46.77
746.903,0.005,0.852,7.659,17.169,10.54,46.76
746.968,0.231,0.87,7.666,17.164,10.54,46.78
747.032,0.204,0.891,7.673,17.152,10.54,46.77
747.097,-0.099,0.919,7.68,17.141,10.52,46.81
747.161,-0.111,0.932,7.687,17.126,10.54,46.85
747.226,-0.103,0.904,7.695,17.109,10.52,46.88
747.29,-0.105,0.935,7.702,17.091,10.54,46.91
747.355,-0.055,0.995,7.708,17.071,10.54,46.96
747.419,-0.146,0.961,7.715,17.052,10.52,47.06
747.484,0.121,1.064,7.721,17.032,10.52,47.17
747.548,-0.113,0.971,7.727,17.012,10.52,47.29
747.613,-0.023,0.932,7.732,16.994,10.54,47.39
747.677,0.157,0.924,7.737,16.974,10.54,47.5
747.742,0.127,0.901,7.741,16.955,10.52,47.6
747.806,-0.108,1.01,7.745,16.937,10.52,47.73
747.871,-0.128,0.893,7.749,16.919,10.52,47.87
747.935,-0.117,0.873,7.751,16.904,10.54,47.97
748,-0.112,0.901,7.755,16.874,10.52,48.11
748.065,-0.09,0.88,7.756,16.873,10.54,48.12
748.129,-0.176,0.922,7.759,16.859,10.52,48.22
748.194,0.096,0.958,7.759,16.848,10.52,48.34
748.258,-0.092,0.935,7.761,16.836,10.52,48.43
748.323,-0.007,0.943,7.761,16.824,10.52,48.55
748.387,0.244,1.02,7.761,16.814,10.52,48.67
748.452,0.097,1.057,7.761,16.804,10.52,48.78
748.516,-0.142,0.963,7.76,16.794,10.54,48.91
748.581,-0.142,0.904,7.759,16.783,10.52,49.05
748.645,-0.135,0.938,7.759,16.775,10.52,49.16
748.71,-0.081,0.943,7.756,16.766,10.54,49.22
748.774,-0.172,0.914,7.756,16.759,10.52,49.32
748.839,0.132,0.935,7.754,16.752,10.52,49.44
748.903,-0.189,0.883,7.752,16.745,10.54,49.56
748.968,-0.065,0.855,7.75,16.736,10.52,49.68
749.032,0.108,0.878,7.747,16.73,10.52,49.78
749.097,0.256,0.927,7.745,16.724,10.52,49.86
749.161,-0.118,0.997,7.742,16.719,10.52,49.97
749.226,-0.16,0.924,7.74,16.714,10.52,50.1
749.29,-0.146,0.919,7.736,16.709,10.52,50.22
749.355,-0.114,1.028,7.732,16.708,10.52,50.3
749.419,-0.132,1.041,7.73,16.708,10.54,50.38
749.484,-0.18,0.989,7.726,16.708,10.52,50.47
749.548,0.117,0.912,7.722,16.709,10.52,50.57
749.613,-0.086,0.951,7.719,16.711,10.52,50.61
749.677,0.028,0.935,7.715,16.716,10.52,50.6
749.742,0.306,0.956,7.71,16.721,10.52,50.51
749.806,0.014,0.927,7.707,16.727,10.52,50.42
749.871,-0.135,0.896,7.702,16.735,10.52,50.3
749.935,-0.127,0.886,7.699,16.742,10.52,50.14
750,-0.113,0.857,7.695,16.752,10.52,49.92
750.065,-0.075,0.919,7.69,16.762,10.52,49.68
750.129,-0.099,0.971,7.687,16.772,10.52,49.49
750.194,-0.115,0.958,7.683,16.782,10.52,49.32
750.258,0.155,0.94,7.68,16.792,10.52,49.17
750.323,-0.044,0.919,7.675,16.799,10.52,49.01
750.387,0.079,1.038,7.673,16.808,10.52,48.86
750.452,0.363,1.038,7.67,16.814,10.52,48.7
750.516,0.043,1.013,7.668,16.821,10.52,48.59
750.581,-0.096,0.948,7.665,16.828,10.52,48.49
750.645,-0.086,1.002,7.662,16.831,10.52,48.39
750.71,-0.073,0.963,7.659,16.835,10.52,48.22
750.774,-0.078,0.979,7.657,16.838,10.52,48.06
750.839,-0.043,0.912,7.657,16.842,10.52,47.92
750.903,-0.043,0.886,7.655,16.845,10.52,47.8
750.968,-0.099,0.844,7.654,16.848,10.52,47.71
751.032,0.237,0.912,7.653,16.85,10.52,47.62
751.097,-0.006,0.839,7.652,16.85,10.52,47.54
751.161,0.101,0.922,7.652,16.85,10.52,47.44
751.226,0.391,0.93,7.652,16.85,10.52,47.35
751.29,0.141,0.956,7.65,16.848,10.52,47.28
751.355,-0.053,0.935,7.65,16.847,10.52,47.2
751.419,-0.05,1.002,7.652,16.843,10.52,47.14
751.484,-0.044,0.992,7.652,16.84,10.52,47.03
751.548,-0.052,0.945,7.652,16.835,10.52,47.04
751.613,-0.016,0.93,7.652,16.831,10.52,46.95
751.677,0,0.927,7.654,16.826,10.52,46.9
751.742,-0.037,0.94,7.654,16.821,10.52,46.88
751.806,-0.058,0.943,7.654,16.816,10.52,46.87
751.871,0.207,0.938,7.654,16.809,10.52,46.85
751.935,-0.001,0.87,7.655,16.801,10.52,46.84
752,0.111,0.953,7.657,16.8,10.52,46.84
752.065,0.394,0.919,7.657,16.796,10.52,46.86
752.129,0.099,0.966,7.657,16.792,10.52,46.89
752.194,-0.064,0.938,7.657,16.79,10.52,46.93
752.258,-0.063,0.906,7.657,16.788,10.52,47
752.323,-0.06,0.953,7.657,16.788,10.52,47.02
752.387,-0.073,0.971,7.657,16.791,10.52,46.99
752.452,-0.075,1.031,7.657,16.795,10.52,47.01
752.516,-0.058,0.982,7.657,16.798,10.52,47.08
752.581,-0.032,0.93,7.657,16.801,10.52,47.18
752.645,-0.114,0.966,7.657,16.805,10.52,47.26
752.71,0.194,0.93,7.658,16.806,10.52,47.36
752.774,-0.032,0.919,7.659,16.807,10.52,47.46
752.839,0.047,0.922,7.66,16.807,10.52,47.59
752.903,0.311,0.888,7.662,16.807,10.52,47.72
752.968,0.186,0.893,7.663,16.807,10.52,47.87
753.032,-0.09,0.906,7.665,16.805,10.52,48
753.097,-0.097,0.893,7.667,16.801,10.52,48.14
753.161,-0.09,0.88,7.669,16.798,10.52,48.24
753.226,-0.098,0.924,7.672,16.796,10.52,48.32
753.29,-0.092,0.909,7.674,16.793,10.52,48.41
753.355,-0.049,0.953,7.677,16.791,10.52,48.55
753.419,-0.128,1.036,7.679,16.79,10.52,48.7
753.484,0.165,0.961,7.682,16.786,10.52,48.83
753.548,-0.067,0.974,7.684,16.783,10.52,48.94
753.613,0.01,0.971,7.686,16.781,10.52,49.03
753.677,0.175,0.956,7.689,16.778,10.52,49.1
753.742,0.139,0.93,7.69,16.775,10.52,49.22
753.806,-0.089,0.914,7.692,16.771,10.52,49.36
753.871,-0.11,0.917,7.694,16.766,10.52,49.46
753.935,-0.1,0.906,7.695,16.761,10.52,49.53
754,-0.104,0.945,7.696,16.75,10.52,49.69
754.065,-0.056,0.904,7.696,16.749,10.52,49.71
754.129,-0.111,0.935,7.696,16.744,10.52,49.84
754.194,0.055,0.891,7.697,16.736,10.52,49.96
754.258,0.009,0.919,7.699,16.729,10.52,50.05
754.323,-0.02,0.912,7.697,16.721,10.52,50.12
754.387,0.122,0.984,7.696,16.714,10.52,50.17
754.452,0.369,0.989,7.696,16.707,10.52,50.14
754.516,0.001,0.953,7.696,16.7,10.52,50.08
754.581,-0.088,0.966,7.694,16.691,10.52,50
754.645,-0.077,0.953,7.694,16.684,10.52,49.88
754.71,-0.073,0.932,7.692,16.678,10.52,49.7
754.774,-0.074,0.94,7.691,16.67,10.52,49.53
754.839,-0.017,0.909,7.69,16.664,10.52,49.37
754.903,-0.101,0.857,7.689,16.658,10.52,49.23
754.968,0.229,0.893,7.686,16.652,10.52,49.11
755.032,-0.074,0.855,7.685,16.644,10.52,48.99
755.097,0.019,0.938,7.684,16.639,10.52,48.86
755.161,0.219,0.919,7.682,16.634,10.52,48.72
755.226,0.328,0.917,7.68,16.632,10.52,48.61
755.29,-0.047,0.938,7.678,16.629,10.52,48.51
755.355,-0.084,1.002,7.677,16.629,10.52,48.39
755.419,-0.072,0.982,7.674,16.631,10.52,48.26
755.484,-0.074,0.995,7.673,16.634,10.52,48.12
755.548,-0.084,0.966,7.67,16.64,10.52,48
755.613,-0.032,0.93,7.669,16.648,10.52,47.89
755.677,-0.079,0.945,7.667,16.659,10.52,47.79
755.742,0.05,0.924,7.664,16.67,10.52,47.7
755.806,0.066,0.958,7.662,16.684,10.52,47.63
755.871,-0.016,0.922,7.659,16.699,10.52,47.54
755.935,0.121,0.87,7.657,16.714,10.52,47.47
756,0.387,0.951,7.655,16.729,10.52,47.42
756.065,0.025,0.912,7.653,16.745,10.52,47.37
756.129,-0.081,0.984,7.652,16.76,10.52,47.3
756.194,-0.074,0.927,7.649,16.772,10.52,47.24
756.258,-0.072,0.922,7.648,16.786,10.52,47.13
756.323,-0.087,0.945,7.647,16.798,10.52,47.02
756.387,-0.077,1.02,7.644,16.808,10.52,46.95
756.452,-0.034,1.041,7.644,16.818,10.52,46.91
756.516,-0.12,0.987,7.643,16.826,10.52,46.88
756.581,0.174,0.917,7.642,16.831,10.52,46.87
756.645,-0.053,0.94,7.642,16.833,10.52,46.83
756.71,0.014,0.922,7.642,16.837,10.52,46.81
756.774,0.242,0.932,7.643,16.836,10.52,46.81
756.839,0.267,0.906,7.644,16.833,10.52,46.81
756.903,-0.075,0.88,7.644,16.831,10.52,46.8
756.968,-0.094,0.893,7.644,16.826,10.52,46.8
757.032,-0.087,0.852,7.647,16.819,10.52,46.79
757.097,-0.092,0.906,7.647,16.812,10.52,46.76
757.161,-0.1,0.906,7.648,16.806,10.52,46.72
757.226,-0.049,0.883,7.649,16.797,10.52,46.71
757.29,-0.089,0.927,7.65,16.789,10.52,46.72
757.355,-0.002,0.992,7.652,16.781,10.52,46.72
757.419,0.075,1.007,7.652,16.774,10.52,46.73
757.484,-0.028,0.992,7.652,16.766,10.52,46.74
757.548,0.099,0.953,7.654,16.76,10.52,46.74
757.613,0.366,0.919,7.654,16.754,10.52,46.76
757.677,0.022,0.886,7.654,16.746,10.52,46.79
757.742,-0.098,0.919,7.654,16.741,10.52,46.8
757.806,-0.095,0.924,7.655,16.734,10.52,46.82
757.871,-0.094,0.873,7.657,16.729,10.52,46.82
757.935,-0.105,0.873,7.657,16.724,10.52,46.81
758,-0.069,0.945,7.657,16.721,10.52,46.82
758.065,-0.097,0.938,7.657,16.716,10.52,46.9
758.129,-0.076,0.945,7.655,16.711,10.52,46.98
758.194,0.095,0.906,7.654,16.706,10.52,47.08
758.258,-0.054,0.909,7.654,16.703,10.52,47.19
758.323,0.061,0.997,7.654,16.699,10.52,47.29
758.387,0.329,0.971,7.654,16.694,10.52,47.41
758.452,0.013,1.02,7.654,16.689,10.52,47.53
758.516,-0.123,1.015,7.652,16.686,10.52,47.66
758.581,-0.119,0.989,7.652,16.685,10.52,47.77
758.645,-0.117,0.948,7.65,16.685,10.52,47.85
758.71,-0.107,0.906,7.649,16.689,10.52,47.91
758.774,-0.095,0.909,7.649,16.694,10.52,48.01
758.839,-0.176,0.909,7.647,16.704,10.52,48.12
758.903,0.126,0.883,7.647,16.721,10.52,48.24
758.968,-0.089,0.912,7.644,16.744,10.52,48.36
759.032,0,0.857,7.644,16.77,10.52,48.46
759.097,0.262,0.938,7.642,16.801,10.52,48.56
759.161,0.085,0.927,7.64,16.835,10.52,48.68
759.226,-0.142,0.834,7.638,16.872,10.52,48.79
759.29,-0.146,0.896,7.637,16.913,10.52,48.9
759.355,-0.138,0.997,7.635,16.952,10.52,48.96
759.419,-0.104,1.038,7.633,16.989,10.52,49
759.484,-0.137,1.028,7.632,17.025,10.52,49.07
759.548,-0.12,0.932,7.629,17.057,10.52,49.15
759.613,0.061,0.938,7.628,17.089,10.52,49.26
759.677,-0.086,0.979,7.627,17.119,10.52,49.41
759.742,0.037,0.989,7.627,17.146,10.52,49.51
759.806,0.303,0.951,7.625,17.171,10.52,49.57
759.871,-0.026,0.891,7.624,17.2,10.52,49.61
759.935,-0.157,0.88,7.624,17.226,10.52,49.67
760,-0.147,0.875,7.625,17.251,10.52,49.78
760.065,-0.129,0.893,7.627,17.278,10.52,49.83
760.129,-0.095,0.961,7.627,17.307,10.52,49.86
760.194,-0.182,0.922,7.629,17.336,10.52,49.92
760.258,0.106,0.917,7.63,17.369,10.52,49.99
760.323,-0.114,1,7.633,17.4,10.52,50.04
760.387,-0.029,0.995,7.635,17.436,10.52,50.1
760.452,0.207,0.966,7.638,17.478,10.52,50.15
760.516,0.18,0.93,7.64,17.523,10.52,50.16
760.581,-0.128,0.951,7.644,17.573,10.52,50.12
760.645,-0.138,0.917,7.647,17.624,10.52,50.06
760.71,-0.123,0.938,7.65,17.68,10.52,49.95
760.774,-0.095,0.899,7.655,17.735,10.52,49.79
760.839,-0.101,0.912,7.659,17.794,10.52,49.61
760.903,-0.162,0.901,7.664,17.854,10.52,49.47
760.968,0.161,0.883,7.67,17.911,10.52,49.31
761.032,-0.067,0.904,7.676,17.967,10.52,49.17
761.097,0.044,0.896,7.684,18.02,10.52,49.04
761.161,0.33,0.932,7.691,18.07,10.52,48.88
761.226,0.063,0.938,7.701,18.117,10.54,48.66
761.29,-0.108,0.94,7.708,18.166,10.52,48.51
761.355,-0.103,0.938,7.721,18.21,10.52,48.42
761.419,-0.09,1.067,7.731,18.252,10.52,48.3
761.484,-0.086,1.013,7.742,18.285,10.52,48.16
761.548,-0.036,0.932,7.756,18.316,10.52,48.05
761.613,-0.126,0.899,7.767,18.345,10.52,47.97
761.677,0.179,0.948,7.78,18.367,10.52,47.89
761.742,-0.066,0.93,7.793,18.38,10.52,47.83
761.806,0.008,0.938,7.807,18.387,10.52,47.74
761.871,0.232,0.85,7.82,18.388,10.52,47.66
761.935,0.273,0.857,7.833,18.383,10.52,47.59
762,-0.076,0.842,7.847,18.372,10.52,47.54
762.065,-0.094,0.862,7.86,18.356,10.52,47.48
762.129,-0.084,0.945,7.874,18.336,10.52,47.39
762.194,-0.088,0.948,7.886,18.312,10.52,47.29
762.258,-0.079,0.893,7.897,18.286,10.52,47.21
762.323,-0.041,0.953,7.91,18.263,10.52,47.16
762.387,-0.126,1.023,7.92,18.23,10.52,47.13
762.452,0.171,0.992,7.93,18.195,10.52,47.1
762.516,-0.05,0.914,7.94,18.158,10.52,47.07
762.581,0.016,0.943,7.95,18.122,10.52,47.04
762.645,0.258,0.984,7.957,18.084,10.52,47.02
762.71,0.234,0.922,7.964,18.048,10.52,47.02
762.774,-0.081,0.94,7.971,18.01,10.52,47.02
762.839,-0.089,0.906,7.978,17.974,10.52,47.01
762.903,-0.081,0.899,7.983,17.939,10.52,46.98
762.968,-0.087,0.86,7.988,17.906,10.52,46.94
763.032,-0.096,0.901,7.992,17.872,10.52,46.9
763.097,-0.048,0.951,7.995,17.842,10.52,46.88
763.161,-0.077,0.945,7.997,17.814,10.52,46.88
763.226,-0.078,0.896,8,17.785,10.52,46.89
763.29,0.157,0.948,8.001,17.76,10.52,46.91
763.355,-0.031,0.995,8.001,17.736,10.52,46.91
763.419,0.08,1.057,8,17.712,10.52,46.91
763.484,0.356,0.974,8,17.69,10.52,46.92
763.548,0.055,0.963,8,17.67,10.52,46.92
763.613,-0.094,0.938,7.998,17.65,10.52,46.91
763.677,-0.088,0.982,7.997,17.629,10.52,46.91
763.742,-0.086,0.948,7.995,17.61,10.52,46.88
763.806,-0.099,0.924,7.991,17.593,10.52,46.84
763.871,-0.106,0.904,7.988,17.574,10.52,46.82
763.935,-0.064,0.86,7.986,17.559,10.52,46.82
764,-0.089,0.904,7.983,17.542,10.52,46.83
764.065,-0.091,0.914,7.978,17.527,10.52,46.85
764.129,0.137,0.904,7.973,17.509,10.52,46.84
764.194,-0.053,0.899,7.97,17.494,10.52,46.84
764.258,0.06,0.93,7.966,17.477,10.52,46.86
764.323,0.334,0.976,7.961,17.462,10.52,46.88
764.387,0.041,1.005,7.956,17.447,10.52,46.88
764.452,-0.109,0.932,7.951,17.432,10.52,46.87
764.516,-0.107,0.932,7.945,17.417,10.52,46.88
764.581,-0.105,0.948,7.939,17.402,10.52,46.87
764.645,-0.117,0.917,7.934,17.389,10.52,46.82
764.71,-0.123,1.002,7.929,17.375,10.52,46.81
764.774,-0.079,0.899,7.917,17.352,10.52,46.81
764.839,-0.097,0.943,7.918,17.35,10.52,46.81
764.903,-0.105,0.868,7.911,17.338,10.52,46.82
764.968,0.133,0.93,7.906,17.325,10.52,46.83
765.032,-0.056,0.899,7.9,17.314,10.52,46.83
765.097,0.056,0.87,7.894,17.302,10.52,46.84
765.161,0.331,0.906,7.889,17.292,10.52,46.87
765.226,0.054,0.899,7.882,17.279,10.52,46.88
765.29,-0.108,0.976,7.876,17.271,10.52,46.87
765.355,-0.101,0.961,7.871,17.259,10.52,46.89
765.419,-0.095,1.018,7.866,17.249,10.52,46.88
765.484,-0.107,1.005,7.862,17.242,10.52,46.83
765.548,-0.11,0.935,7.855,17.232,10.52,46.82
765.613,-0.054,0.976,7.85,17.223,10.52,46.83
765.677,-0.101,0.93,7.844,17.216,10.52,46.83
765.742,0.059,0.909,7.839,17.207,10.52,46.84
765.806,0,0.927,7.834,17.199,10.52,46.85
765.871,-0.032,0.852,7.829,17.191,10.52,46.86
765.935,0.105,0.831,7.824,17.182,10.52,46.86
766,0.356,0.917,7.819,17.175,10.52,46.87
766.065,0.008,0.896,7.814,17.167,10.52,46.88
766.129,-0.094,0.904,7.809,17.16,10.52,46.88
766.194,-0.084,0.922,7.807,17.152,10.52,46.88
766.258,-0.079,0.932,7.802,17.145,10.52,46.87
766.323,-0.091,1.007,7.797,17.139,10.52,46.82
766.387,-0.081,1.02,7.793,17.132,10.52,46.82
766.452,-0.029,1.013,7.789,17.127,10.52,46.81
766.516,-0.109,0.927,7.784,17.12,10.52,46.81
766.581,0.17,0.987,7.782,17.114,10.52,46.82
766.645,-0.049,0.948,7.777,17.109,10.52,46.83
766.71,0.021,0.912,7.774,17.102,10.52,46.83
766.774,0.232,0.914,7.77,17.095,10.52,46.83
766.839,0.285,0.891,7.766,17.089,10.52,46.85
766.903,-0.059,0.87,7.762,17.084,10.52,46.87
766.968,-0.078,0.958,7.759,17.079,10.52,46.86
767.032,-0.068,0.855,7.755,17.072,10.52,46.85
767.097,-0.078,0.914,7.752,17.067,10.52,46.83
767.161,-0.087,0.93,7.749,17.062,10.52,46.79
767.226,-0.035,0.891,7.745,17.057,10.52,46.81
767.29,-0.082,0.989,7.742,17.052,10.52,46.81
767.355,0.082,1.01,7.74,17.047,10.52,46.82
767.419,0,0.989,7.736,17.044,10.52,46.82
767.484,-0.02,0.992,7.734,17.039,10.52,46.83
767.548,0.114,0.924,7.73,17.035,10.52,46.82
767.613,0.362,0.932,7.727,17.032,10.52,46.83
767.677,0.007,0.963,7.725,17.027,10.52,46.84
767.742,-0.09,0.932,7.722,17.022,10.52,46.85
767.806,-0.08,0.935,7.719,17.019,10.52,46.86
767.871,-0.079,0.896,7.716,17.015,10.52,46.84
767.935,-0.091,0.883,7.714,17.012,10.52,46.81
768,-0.057,0.893,7.712,17.011,10.52,46.8
768.065,-0.062,0.904,7.709,17.009,10.52,46.81
768.129,-0.105,0.974,7.707,17.005,10.52,46.81
768.194,0.171,0.912,7.705,17.002,10.52,46.82
768.258,-0.033,0.906,7.701,17,10.52,46.82
768.323,0.074,0.938,7.7,16.996,10.52,46.82
768.387,0.344,1.028,7.697,16.992,10.52,46.83
768.452,0.094,0.958,7.695,16.989,10.52,46.85
768.516,-0.085,0.93,7.692,16.985,10.52,46.86
768.581,-0.079,0.922,7.69,16.98,10.52,46.86
768.645,-0.074,0.958,7.689,16.977,10.52,46.86
768.71,-0.084,0.935,7.686,16.972,10.52,46.81
768.774,-0.057,0.912,7.684,16.97,10.52,46.8
768.839,-0.058,0.883,7.684,16.965,10.52,46.8
768.903,-0.111,0.888,7.682,16.962,10.52,46.81
768.968,0.158,0.899,7.679,16.957,10.52,46.83
769.032,-0.045,0.847,7.678,16.954,10.52,46.84
769.097,0.057,0.956,7.675,16.95,10.52,46.87
769.161,0.331,0.953,7.674,16.947,10.52,46.92
769.226,0.076,0.893,7.673,16.943,10.52,47.03
769.29,-0.105,0.914,7.67,16.938,10.52,47.16
769.355,-0.102,1.038,7.669,16.935,10.52,47.29
769.419,-0.097,1.075,7.667,16.93,10.52,47.44
769.484,-0.1,0.93,7.665,16.925,10.52,47.67
769.548,-0.058,0.956,7.664,16.92,10.52,47.82
769.613,-0.143,0.93,7.662,16.918,10.52,47.96
769.677,0.125,0.966,7.662,16.913,10.52,48.1
769.742,-0.084,0.901,7.659,16.908,10.52,48.25
769.806,-0.004,0.878,7.658,16.903,10.52,48.41
769.871,0.211,0.862,7.657,16.898,10.52,48.56
769.935,0.23,0.883,7.655,16.893,10.52,48.7
770,-0.097,0.847,7.654,16.888,10.52,48.85
770.065,-0.112,0.873,7.652,16.883,10.52,48.98
770.129,-0.104,0.932,7.65,16.88,10.52,49.09
770.194,-0.095,0.88,7.649,16.874,10.52,49.15
770.258,-0.071,0.945,7.647,16.87,10.52,49.23
770.323,-0.155,0.971,7.647,16.865,10.52,49.35
770.387,0.134,0.984,7.644,16.863,10.52,49.49
770.452,-0.068,0.997,7.643,16.858,10.52,49.61
770.516,0.014,0.919,7.642,16.853,10.52,49.69
770.581,0.263,0.956,7.64,16.85,10.52,49.77
770.645,0.146,0.927,7.639,16.847,10.52,49.84
770.71,-0.116,0.906,7.637,16.843,10.52,49.97
770.774,-0.12,0.938,7.637,16.838,10.52,50.1
770.839,-0.11,0.924,7.635,16.833,10.52,50.19
770.903,-0.056,0.811,7.634,16.83,10.52,50.26
770.968,-0.136,0.873,7.633,16.826,10.52,50.34
771.032,0.156,0.904,7.632,16.823,10.52,50.45
771.097,-0.139,0.943,7.629,16.818,10.52,50.54
771.161,-0.036,0.924,7.629,16.816,10.52,50.62
771.226,0.126,0.912,7.628,16.811,10.52,50.71
771.29,0.313,0.94,7.627,16.808,10.52,50.77
771.355,-0.069,1.007,7.625,16.803,10.52,50.81
771.419,-0.123,1.036,7.624,16.8,10.52,50.83
771.484,-0.09,0.906,7.622,16.797,10.52,50.8
771.548,-0.067,0.943,7.622,16.793,10.52,50.63
771.613,-0.065,0.906,7.62,16.791,10.52,50.48
771.677,-0.146,0.914,7.619,16.79,10.52,50.34
771.742,0.172,1.007,7.619,16.787,10.52,50.21
771.806,-0.051,0.906,7.617,16.787,10.52,49.91
771.871,0.04,0.85,7.617,16.786,10.52,49.89
771.935,0.312,0.904,7.614,16.785,10.52,49.73
772,0.163,0.88,7.614,16.786,10.52,49.55
772.065,-0.086,0.917,7.612,16.787,10.52,49.44
772.129,-0.086,0.932,7.612,16.791,10.52,49.32
772.194,-0.069,0.909,7.609,16.793,10.52,49.11
772.258,-0.062,0.935,7.609,16.801,10.52,48.9
772.323,-0.009,0.945,7.608,16.809,10.52,48.73
772.387,-0.1,0.989,7.607,16.818,10.52,48.58
772.452,0.208,1.062,7.607,16.831,10.52,48.45
772.516,-0.038,0.948,7.604,16.846,10.52,48.32
772.581,0.039,0.901,7.604,16.86,10.52,48.21
772.645,0.265,0.971,7.603,16.879,10.52,48.07
772.71,0.305,1.007,7.602,16.899,10.52,47.95
772.774,-0.046,0.969,7.602,16.922,10.52,47.87
772.839,-0.063,0.896,7.602,16.942,10.52,47.79
772.903,-0.049,0.842,7.6,16.962,10.52,47.67
772.968,-0.049,0.88,7.599,16.981,10.52,47.53
773.032,-0.014,0.842,7.599,17.001,10.52,47.41
773.097,-0.027,0.93,7.599,17.017,10.52,47.32
773.161,-0.078,0.927,7.599,17.031,10.52,47.25
773.226,0.229,0.909,7.602,17.043,10.52,47.18
773.29,0.006,0.951,7.602,17.052,10.52,47.12
773.355,0.352,1.015,7.604,17.058,10.52,47.05
773.419,0.42,1,7.604,17.064,10.52,47
773.484,0.132,0.951,7.607,17.068,10.52,46.96
773.548,-0.045,0.938,7.609,17.067,10.52,46.93
773.613,-0.04,0.919,7.612,17.066,10.52,46.88
773.677,-0.035,0.919,7.617,17.062,10.52,46.74
773.742,-0.043,0.938,7.617,17.061,10.52,46.73
773.806,-0.026,0.943,7.619,17.059,10.52,46.7
773.871,0.006,0.886,7.622,17.062,10.52,46.67
773.935,-0.077,0.865,7.624,17.067,10.52,46.68
774,0.221,0.878,7.627,17.073,10.52,46.69
774.065,0.004,0.927,7.629,17.084,10.52,46.66
774.129,0.074,0.932,7.632,17.097,10.52,46.66
774.194,0.319,0.883,7.634,17.113,10.52,46.66
774.258,0.275,0.976,7.635,17.133,10.52,46.69
774.323,-0.036,0.987,7.638,17.155,10.52,46.69
774.387,-0.048,1.01,7.639,17.173,10.52,46.69
774.452,-0.039,0.969,7.642,17.19,10.52,46.68
774.516,-0.044,0.938,7.642,17.206,10.52,46.66
774.581,-0.056,0.951,7.644,17.218,10.52,46.62
774.645,-0.035,0.922,7.647,17.227,10.52,46.61
774.71,-0.016,0.927,7.648,17.236,10.52,46.62
774.774,-0.096,0.976,7.649,17.24,10.52,46.64
774.839,0.219,0.945,7.652,17.242,10.52,46.64
774.903,-0.01,0.888,7.654,17.242,10.52,46.64
774.968,0.072,0.893,7.657,17.238,10.52,46.64
775.032,0.335,0.862,7.659,17.233,10.52,46.65
775.097,0.205,0.976,7.663,17.227,10.52,46.67
775.161,-0.062,0.888,7.665,17.217,10.52,46.67
775.226,-0.064,0.958,7.67,17.206,10.52,46.69
775.29,-0.059,0.956,7.673,17.194,10.52,46.68
775.355,-0.071,1.026,7.675,17.179,10.52,46.64
775.419,-0.079,0.971,7.68,17.164,10.52,46.61
775.484,-0.057,0.982,7.684,17.149,10.52,46.62
775.548,-0.038,0.922,7.686,17.131,10.52,46.63
775.613,-0.12,0.904,7.689,17.114,10.52,46.64
775.677,0.192,0.901,7.692,17.097,10.52,46.65
