Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
1458.065,-0.356,0.79,14.132,103,10.05,50.46
1458.129,-0.284,0.808,14.121,103,10.05,50.71
1458.194,-0.152,0.792,14.133,103,10.05,50.63
1458.258,-0.046,0.891,14.219,103,10.05,50.37
1458.323,-0.24,0.792,14.172,103,10.05,49.57
1458.387,-0.256,0.808,14.16,103,10.05,49.51
1458.452,-0.189,0.741,14.049,103,10.05,49.06
1458.516,-0.274,0.808,13.984,103,10.05,48.6
1458.581,-0.053,0.785,13.941,103,10.05,48.13
1458.645,-0.324,0.767,13.92,103,10.05,47.81
1458.71,-0.249,0.73,13.902,103,10.05,47.58
1458.774,-0.099,0.699,13.913,103,10.05,47.16
1458.839,-0.055,0.73,13.917,103,10.05,46.87
1458.903,-0.245,0.787,13.9,103,10.06,46.74
1458.968,-0.24,0.808,13.895,103,10.06,46.67
1459.032,-0.18,0.821,13.896,103,10.06,46.49
1459.097,-0.292,0.899,13.896,103,10.06,46.3
1459.161,-0.028,1.22,13.891,103,10.06,45.99
1459.226,-0.391,0.901,13.882,103,10.06,45.86
1459.29,-0.287,0.904,13.872,103,10.06,45.83
1459.355,-0.142,1.002,13.86,103,10.06,45.76
1459.419,-0.175,0.842,13.85,103,10.07,45.69
1459.484,-0.369,0.743,13.841,103,10.06,45.82
1459.548,-0.365,0.821,13.837,103,10.07,45.88
1459.613,-0.298,0.87,13.837,103,10.07,45.76
1459.677,-0.435,0.792,13.839,103,10.07,45.44
1459.742,-0.165,0.756,13.843,103,10.07,45.17
1459.806,-0.402,0.754,13.85,103,10.07,45.14
1459.871,-0.254,0.792,13.861,103,10.07,45.01
1459.935,-0.024,0.868,13.875,106,10.07,44.86
1460,-0.026,0.787,13.892,106,10.07,44.84
1460.065,-0.018,0.893,13.914,106,10.06,44.92
1460.129,0.035,0.893,13.935,106,10.06,45.01
1460.194,0.107,0.787,13.956,106,10.07,44.96
1460.258,0.028,0.919,13.973,106,10.06,44.77
1460.323,0.347,0.857,13.993,106,10.05,44.72
1460.387,0.179,0.787,14.012,106,10.06,44.98
1460.452,0.313,0.86,14.013,106,10.05,44.99
1460.516,0.502,0.764,14.043,106,10.05,45.07
1460.581,0.371,0.805,14.131,106,10.05,45.25
1460.645,0.324,0.808,14.214,106,10.05,45.55
1460.71,0.397,0.725,14.249,106,10.05,45.81
1460.774,0.325,0.875,14.199,106,10.05,46.1
1460.839,0.502,0.844,14.1,106,10.05,46.26
1460.903,0.265,0.816,14.085,106,10.05,46.57
1460.968,0.326,0.87,14.096,109,10.05,47.04
1461.032,0.46,0.995,14.113,109,10.05,47.41
1461.097,0.467,1.057,14.133,109,10.05,47.72
1461.161,0.27,1.002,14.15,109,10.04,48.03
1461.226,0.272,0.847,14.172,109,10.04,48.25
1461.29,0.291,0.956,14.195,109,10.04,48.18
1461.355,0.13,0.811,14.217,109,10.04,48.08
1461.419,0.349,0.87,14.24,109,10.04,47.93
1461.484,0.111,1.002,14.259,107,10.04,47.84
1461.548,0.189,0.932,14.28,107,10.04,47.91
1461.613,0.33,0.899,14.295,107,10.04,48.01
1461.677,0.175,0.85,14.299,107,10.04,48.06
1461.742,0.077,0.759,14.304,107,10.04,48.11
1461.806,0.103,0.774,14.308,107,10.02,48.06
1461.871,0.037,0.787,14.317,107,10.02,47.65
1461.935,0.02,0.982,14.32,107,10.02,47.2
1462,0.078,0.924,14.32,107,10.02,46.92
1462.065,-0.037,0.85,14.315,107,10.02,46.79
1462.129,0.106,1.036,14.306,107,10.02,46.68
1462.194,0.097,1.046,14.298,107,10.02,46.65
1462.258,-0.062,0.94,14.29,107,10.02,46.66
1462.323,-0.079,0.971,14.29,107,10.02,46.7
1462.387,-0.024,0.963,14.292,107,10.02,46.85
1462.452,-0.177,0.847,14.279,107,10.02,46.59
1462.516,0.049,1.018,14.278,107,10.02,46.57
1462.581,-0.178,0.974,14.266,107,10.02,46.41
1462.645,-0.094,0.803,14.258,107,10.02,46.26
1462.71,0.06,0.886,14.253,111,10.02,46.07
1462.774,-0.067,0.904,14.245,111,10.02,46.11
1462.839,-0.166,0.94,14.238,111,10.02,46.28
1462.903,-0.118,0.927,14.229,111,10.02,46.26
1462.968,-0.168,0.938,14.22,111,10.02,46.26
1463.032,-0.179,1.129,14.214,111,10.02,46.18
1463.097,-0.105,0.958,14.211,111,10.02,46.11
1463.161,-0.202,1.106,14.208,111,10.02,46.16
1463.226,-0.057,1.044,14.203,111,10.02,46.19
1463.29,0.011,1.002,14.2,107,10.02,46.21
1463.355,-0.175,0.842,14.192,107,10.02,46.25
1463.419,-0.178,0.961,14.186,107,10.02,46.23
1463.484,-0.118,0.906,14.179,107,10.02,46.13
1463.548,-0.253,0.924,14.172,107,10.02,46.08
1463.613,-0.026,0.963,14.162,107,10.02,46
1463.677,-0.264,0.85,14.152,107,10.04,45.98
1463.742,-0.168,0.767,14.138,107,10.05,46.03
1463.806,0,0.963,14.127,109,10.05,46.04
1463.871,-0.096,0.932,14.111,109,10.05,46.16
1463.935,-0.207,1.036,14.094,109,10.04,46.31
1464,-0.192,0.862,14.078,109,10.04,45.99
1464.065,-0.215,0.829,14.059,109,10.04,45.22
1464.129,-0.254,0.919,14.038,109,10.05,44.66
1464.194,-0.047,1.095,14.015,109,10.05,44.75
1464.258,-0.214,0.886,13.989,109,10.05,45.86
1464.323,-0.082,1.088,13.936,109,10.04,46.53
1464.387,0.006,0.997,13.934,109,10.04,46.52
1464.452,-0.185,0.951,13.907,109,10.05,46.3
1464.516,-0.19,0.922,13.881,109,10.05,46.63
1464.581,-0.141,0.855,13.85,109,10.04,47.42
1464.645,-0.283,0.868,13.819,109,10.04,48
1464.71,-0.033,0.86,13.788,109,10.05,48.1
1464.774,-0.277,0.914,13.757,109,10.04,47.98
1464.839,-0.176,0.914,13.726,109,10.04,48.06
1464.903,-0.038,0.896,13.694,111,10.04,48.44
1464.968,-0.177,0.787,13.665,111,10.05,48.87
1465.032,-0.281,0.868,13.631,111,10.05,48.97
1465.097,-0.237,0.855,13.596,111,10.04,48.72
1465.161,-0.314,1.002,13.564,111,10.04,48.62
1465.226,-0.269,0.948,13.527,111,10.05,48.38
1465.29,-0.292,0.88,13.492,111,10.04,48.14
1465.355,-0.336,0.893,13.458,111,10.05,47.95
1465.419,-0.186,1.028,13.422,111,10.05,47.8
1465.484,-0.129,1.026,13.388,109,10.04,47.68
1465.548,-0.3,0.989,13.35,109,10.05,47.56
1465.613,-0.261,0.896,13.313,109,10.04,47.37
1465.677,-0.179,0.951,13.278,109,10.04,47.14
1465.742,-0.286,0.8,13.241,109,10.05,46.88
1465.806,-0.014,0.912,13.206,109,10.05,46.64
1465.871,-0.222,0.808,13.171,109,10.05,46.55
1465.935,-0.08,0.94,13.138,109,10.05,46.57
1466,0.116,0.88,13.105,109,10.04,46.47
1466.065,0.025,0.951,13.077,109,10.05,46.42
1466.129,-0.05,0.924,13.051,109,10.05,46.37
1466.194,0.004,0.997,13.029,107,10.05,46.28
1466.258,0.055,0.984,13.012,107,10.05,46.25
1466.323,-0.05,0.932,13.001,107,10.05,46.17
1466.387,0.233,0.87,12.992,107,10.04,46.11
1466.452,0.046,0.901,12.994,107,10.05,46.23
1466.516,0.19,0.932,12.995,107,10.05,46.43
1466.581,0.337,0.924,13.003,107,10.04,46.62
1466.645,0.155,0.847,13.015,107,10.04,46.9
1466.71,0.11,0.997,13.027,107,10.05,47.16
1466.774,0.187,0.844,13.042,107,10.05,47.32
1466.839,0.084,0.938,13.059,107,10.04,47.48
1466.903,0.332,0.886,13.081,107,10.04,47.64
1466.968,-0.013,0.899,13.101,107,10.05,47.98
1467.032,0.107,0.922,13.123,107,10.04,48.4
1467.097,0.263,0.904,13.147,107,10.04,48.75
1467.161,0.217,1.041,13.169,107,10.05,49.14
1467.226,0.049,1.054,13.194,107,10.04,49.5
1467.29,0.07,0.922,13.219,107,10.04,49.83
1467.355,0.083,0.914,13.242,107,10.05,50.12
1467.419,-0.064,0.992,13.265,107,10.04,50.41
1467.484,0.199,1.064,13.288,107,10.04,50.72
1467.548,-0.027,0.995,13.31,107,10.04,51.14
1467.613,0.083,0.919,13.329,107,10.05,51.5
1467.677,0.22,0.826,13.349,107,10.04,51.86
1467.742,0.01,0.824,13.366,107,10.04,52.28
1467.806,-0.024,0.886,13.382,109,10.04,52.66
1467.871,0.046,0.93,13.394,109,10.05,52.93
1467.935,-0.089,0.86,13.404,109,10.04,53.26
1468,0.198,0.837,13.414,109,10.04,53.52
1468.065,-0.142,0.953,13.42,109,10.04,53.94
1468.129,-0.011,0.966,13.424,109,10.05,54.39
1468.194,0.161,1.044,13.424,109,10.04,54.74
1468.258,0.019,0.927,13.421,109,10.04,55.07
1468.323,-0.095,1.002,13.419,111,10.04,55.44
1468.387,-0.01,0.912,13.414,111,10.05,55.76
1468.452,-0.125,0.969,13.408,111,10.04,56.04
1468.516,0.159,0.821,13.399,111,10.04,56.22
1468.581,-0.236,0.834,13.391,111,10.04,56.55
1468.645,-0.099,0.966,13.379,111,10.04,56.88
1468.71,0.074,0.811,13.366,114,10.04,57.11
1468.774,-0.007,0.821,13.353,114,10.04,57.34
1468.839,-0.158,0.909,13.338,114,10.05,57.54
1468.903,-0.084,1.114,13.323,114,10.04,57.54
1468.968,-0.1,1.005,13.311,114,10.04,57.31
1469.032,-0.182,1.015,13.298,114,10.04,57.48
1469.097,0.077,0.976,13.289,114,10.04,57.62
1469.161,-0.127,0.974,13.283,114,10.04,57.39
1469.226,0.036,0.875,13.282,114,10.04,56.98
1469.29,0.134,1.098,13.286,112,10.04,56.61
1469.355,-0.107,1.002,13.294,112,10.04,56.26
1469.419,-0.089,0.906,13.31,112,10.04,55.91
1469.484,-0.001,0.922,13.331,112,10.04,55.51
1469.548,-0.128,0.969,13.359,112,10.04,55.2
1469.613,0.19,0.899,13.393,112,10.04,54.81
1469.677,-0.162,0.865,13.431,112,10.04,54.55
1469.742,-0.01,0.87,13.475,112,10.04,54.3
1469.806,0.202,0.948,13.522,112,10.04,54
1469.871,0.076,0.896,13.567,112,10.04,53.74
1469.935,-0.059,1.041,13.611,107,10.04,53.51
1470,-0.006,0.886,13.656,107,10.05,53.23
1470.065,0.056,0.958,13.697,107,10.04,52.92
1470.129,-0.065,0.909,13.733,107,10.04,52.54
1470.194,0.233,1.083,13.769,107,10.04,52.22
1470.258,-0.014,1.015,13.799,107,10.04,52.02
1470.323,0.116,0.945,13.825,107,10.04,51.8
1470.387,0.336,0.919,13.845,107,10.04,51.58
1470.452,0.148,0.868,13.861,107,10.04,51.35
1470.516,0.054,1.007,13.872,107,10.04,51.15
1470.581,0.084,0.743,13.882,107,10.04,50.92
1470.645,0.132,0.888,13.887,107,10.04,50.63
1470.71,-0.014,0.813,13.889,107,10.04,50.35
1470.774,0.237,0.927,13.889,106,10.04,50.06
1470.839,-0.026,1.02,13.886,106,10.04,49.82
1470.903,0.059,1.02,13.881,106,10.04,49.63
1470.968,0.251,0.979,13.873,106,10.05,49.44
1471.032,0.051,1.07,13.864,106,10.04,49.27
1471.097,-0.069,0.987,13.854,106,10.04,49.09
1471.161,-0.062,0.932,13.846,106,10.04,48.88
1471.226,-0.018,0.971,13.836,106,10.04,48.7
1471.29,-0.131,0.86,13.826,106,10.04,48.47
1471.355,0.114,0.966,13.819,106,10.04,48.28
1471.419,-0.194,0.966,13.811,106,10.04,48.23
1471.484,-0.065,0.992,13.804,106,10.04,48.16
1471.548,0.133,0.813,13.798,106,10.04,48.08
1471.613,0.098,0.87,13.793,106,10.04,48.01
1471.677,-0.104,0.932,13.788,106,10.04,47.95
1471.742,-0.087,1.085,13.784,106,10.04,47.85
1471.806,-0.08,0.971,13.78,106,10.04,47.77
1471.871,-0.041,0.966,13.777,106,10.04,47.64
1471.935,-0.176,0.943,13.777,106,10.04,47.5
1472,0.08,1.093,13.775,106,10.04,47.49
1472.065,-0.132,1.114,13.78,106,10.05,47.49
1472.129,-0.02,1.07,13.784,106,10.04,47.46
1472.194,0.165,1.075,13.79,97,10.05,47.47
1472.258,-0.054,0.93,13.796,97,10.05,47.47
1472.323,-0.115,0.899,13.803,97,10.04,47.48
1472.387,-0.103,0.914,13.811,97,10.05,47.45
1472.452,-0.048,0.943,13.819,97,10.05,47.47
1472.516,-0.154,0.922,13.828,97,10.04,47.38
1472.581,0.114,0.963,13.834,97,10.04,47.41
1472.645,-0.221,0.886,13.843,97,10.04,47.57
1472.71,-0.089,0.86,13.843,97,10.04,47.57
1472.774,0.113,0.958,13.844,97,10.04,47.72
1472.839,0.07,1.013,13.845,97,10.04,47.97
1472.903,-0.12,1.052,13.844,97,10.05,48.22
1472.968,-0.101,0.932,13.843,97,10.04,48.45
1473.032,-0.029,1.044,13.839,97,10.04,48.65
1473.097,-0.125,0.974,13.831,97,10.04,48.84
1473.161,0.124,0.969,13.825,97,10.04,49.05
1473.226,-0.197,0.922,13.816,97,10.04,49.4
1473.29,-0.069,1.052,13.803,97,10.04,49.71
1473.355,0.136,1.08,13.788,103,10.04,49.99
1473.419,0.091,0.969,13.77,103,10.04,50.25
1473.484,-0.094,0.922,13.755,103,10.05,50.51
1473.548,-0.063,1.013,13.736,103,10.04,50.71
1473.613,0.004,0.924,13.718,103,10.04,50.92
1473.677,-0.089,0.888,13.693,103,10.04,51.03
1473.742,0.181,0.932,13.668,103,10.04,50.93
1473.806,-0.16,0.93,13.644,103,10.04,50.83
1473.871,-0.024,1.023,13.619,103,10.04,50.68
1473.935,0.192,1.007,13.59,103,10.04,50.43
1474,0.132,0.868,13.564,103,10.05,50.22
1474.065,-0.052,0.943,13.537,103,10.04,50.01
1474.129,-0.029,1.033,13.506,103,10.04,49.8
1474.194,0.01,1.059,13.475,103,10.05,49.58
1474.258,-0.01,0.958,13.443,103,10.04,49.22
1474.323,-0.072,0.971,13.414,103,10.04,48.91
1474.387,0.148,0.865,13.381,103,10.04,48.78
1474.452,-0.023,1.005,13.349,103,10.05,48.73
1474.516,0.146,1,13.319,103,10.04,48.63
1474.581,0.251,0.94,13.288,103,10.04,48.52
1474.645,0,1.026,13.257,103,10.04,48.42
1474.71,-0.008,1.121,13.229,100,10.04,48.32
1474.774,0.011,0.842,13.201,100,10.04,48.21
1474.839,0.06,0.971,13.172,100,10.04,48.08
1474.903,-0.067,1.057,13.147,100,10.05,47.89
1474.968,0.179,0.932,13.123,100,10.04,47.83
1475.032,-0.042,1.127,13.107,100,10.04,47.82
1475.097,0.066,1.158,13.09,100,10.04,47.78
1475.161,0.286,1.085,13.077,100,10.04,47.78
1475.226,0.073,0.893,13.069,100,10.04,47.76
1475.29,-0.024,0.938,13.067,99,10.04,47.75
1475.355,-0.003,1.041,13.069,99,10.04,47.7
1475.419,0.005,0.906,13.075,99,10.04,47.68
1475.484,0.036,0.982,13.083,99,10.04,47.55
1475.548,-0.091,0.93,13.094,99,10.04,47.47
1475.613,0.184,0.868,13.107,99,10.04,47.47
1475.677,-0.028,0.88,13.123,99,10.04,47.45
1475.742,0.106,1.075,13.137,99,10.04,47.43
1475.806,0.284,0.989,13.154,99,10.04,47.44
1475.871,0.033,0.987,13.166,99,10.04,47.45
1475.935,-0.017,1.07,13.179,94,10.04,47.46
1476,-0.002,0.901,13.19,94,10.04,47.48
1476.065,0.05,0.912,13.199,94,10.04,47.46
1476.129,-0.024,1.088,13.203,94,10.04,47.34
1476.194,0.142,1.129,13.205,94,10.04,47.32
1476.258,-0.031,1.007,13.205,94,10.04,47.37
1476.323,0.014,1.031,13.204,94,10.04,47.38
1476.387,0.213,1.01,13.201,94,10.04,47.39
1476.452,0.214,0.94,13.194,94,10.04,47.42
1476.516,-0.02,1.028,13.185,94,10.04,47.42
1476.581,-0.004,0.785,13.172,96,10.04,47.41
1476.645,-0.012,0.774,13.16,96,10.04,47.43
1476.71,0.058,0.878,13.148,96,10.04,47.38
1476.774,-0.049,0.953,13.134,96,10.04,47.3
1476.839,0.221,0.912,13.119,96,10.04,47.34
1476.903,-0.044,1.088,13.102,96,10.04,47.4
1476.968,0.046,1.098,13.086,96,10.05,47.44
1477.032,0.219,1.041,13.069,96,10.04,47.41
1477.097,0.153,0.924,13.053,96,10.04,47.4
1477.161,-0.049,1.124,13.038,94,10.05,47.49
1477.226,-0.03,0.787,13.052,94,10.05,47.22
1477.29,0.033,1.153,13.052,94,10.05,47.2
1477.355,-0.071,0.888,13.068,94,10.05,47.15
1477.419,0.149,0.945,13.066,94,10.04,47.23
1477.484,-0.129,1.015,13.015,94,10.04,47.36
1477.548,-0.024,0.924,12.966,94,10.02,47.42
1477.613,0.193,0.922,12.927,103,10.02,47.57
1477.677,0.151,0.855,12.869,103,10.04,47.99
1477.742,-0.076,0.891,12.822,103,10.05,48.42
1477.806,-0.061,0.94,12.797,103,10.05,48.86
1477.871,0.01,0.971,12.756,103,10.04,49.78
1477.935,-0.048,0.893,12.723,103,10.04,50.4
1478,0.029,0.813,12.707,103,10.02,50.22
1478.065,0.008,0.963,12.69,103,10.04,49.78
1478.129,-0.038,1.002,12.677,103,10.04,49.86
1478.194,0.157,0.951,12.663,103,10.04,50.12
1478.258,0.19,1.132,12.659,103,10.04,50.59
1478.323,-0.079,0.914,12.673,101,10.04,50.51
1478.387,-0.069,1.067,12.704,101,10.04,49.69
1478.452,-0.044,0.852,12.747,101,10.04,48.87
1478.516,-0.034,0.891,12.759,101,10.04,48.6
1478.581,-0.159,0.956,12.786,101,10.04,48.53
1478.645,0.14,0.901,12.812,101,10.04,48.47
1478.71,-0.077,0.945,12.833,101,10.04,48.34
1478.774,0.206,0.906,12.858,101,10.04,48.1
1478.839,0.224,0.917,12.869,101,10.04,48.02
1478.903,0.002,0.914,12.865,101,10.04,47.9
1478.968,-0.003,0.93,12.876,100,10.04,47.93
1479.032,0.05,0.951,12.9,100,10.05,47.91
1479.097,0.116,1.044,12.949,100,10.05,47.55
1479.161,0.009,0.938,12.952,100,10.05,47.54
1479.226,0.316,1,12.97,100,10.05,47.61
1479.29,0.037,1.046,13.017,100,10.05,47.74
1479.355,0.17,1.01,13.066,100,10.05,47.73
1479.419,0.435,0.909,13.093,100,10.05,47.39
1479.484,0.247,0.992,13.12,100,10.04,47.2
1479.548,0.101,0.852,13.149,100,10.05,47.28
1479.613,0.127,0.924,13.201,100,10.04,47.39
1479.677,0.148,0.85,13.186,100,10.05,47.46
1479.742,0.153,0.873,13.161,100,10.05,47.28
1479.806,0.022,0.865,13.154,99,10.05,46.99
1479.871,0.303,0.922,13.145,99,10.05,47.02
1479.935,0.074,0.992,13.164,99,10.05,47.15
1480,0.218,0.982,13.229,99,10.05,47.05
1480.065,0.394,1.041,13.278,99,10.05,46.78
1480.129,0.09,0.974,13.337,99,10.05,46.61
1480.194,0.042,1.005,13.398,99,10.05,46.55
1480.258,0.052,0.974,13.449,72,10.05,46.52
1480.323,0.09,0.857,13.509,72,10.05,46.46
1480.387,0.025,0.896,13.559,72,10.05,46.37
1480.452,0.112,1.018,13.6,72,10.05,46.33
1480.516,0.056,0.831,13.636,72,10.06,46.27
1480.581,0.025,0.805,13.675,72,10.06,46.09
1480.645,0.183,1,13.713,72,10.06,45.88
1480.71,0.157,1.007,13.743,72,10.06,45.6
1480.774,-0.015,0.938,13.767,72,10.06,45.41
1480.839,-0.018,0.899,13.785,72,10.06,45.23
1480.903,-0.022,0.912,13.8,72,10.06,45.13
1480.968,0.014,1.08,13.818,72,10.06,45.01
1481.032,-0.045,1.202,13.819,72,10.06,45
1481.097,0.081,1.026,13.819,72,10.06,45.1
1481.161,-0.018,1.013,13.822,72,10.06,45.36
1481.226,-0.043,0.969,13.82,72,10.06,45.85
1481.29,0.166,1.119,13.815,93,10.06,46.46
1481.355,0.186,0.938,13.813,93,10.06,46.99
1481.419,-0.07,0.932,13.808,93,10.07,47.39
1481.484,-0.077,1,13.803,93,10.07,47.79
1481.548,-0.003,0.909,13.796,93,10.07,48.16
1481.613,-0.057,0.772,13.786,93,10.07,48.54
1481.677,-0.057,0.792,13.782,93,10.07,48.87
1481.742,0.081,1.026,13.778,93,10.07,49.19
1481.806,-0.038,0.891,13.769,93,10.06,49.6
1481.871,0.158,0.93,13.767,93,10.07,49.97
1481.935,0.241,1.018,13.763,101,10.06,50.24
1482,-0.045,1.153,13.76,101,10.06,50.16
1482.065,-0.043,0.943,13.754,101,10.06,50.04
1482.129,-0.011,1.077,13.742,101,10.07,50.36
1482.194,0.025,0.974,13.733,101,10.06,50.46
1482.258,-0.1,0.899,13.726,101,10.06,50.01
1482.323,0.195,0.896,13.721,101,10.06,49.85
1482.387,-0.047,0.865,13.713,101,10.05,49.82
1482.452,0.102,0.938,13.707,101,10.05,49.45
1482.516,0.318,0.746,13.702,101,10.05,49.12
1482.581,0.032,0.958,13.686,101,10.05,48.85
1482.645,-0.031,0.945,13.683,100,10.05,49.03
1482.71,-0.005,0.924,13.67,100,10.05,49.25
1482.774,0.058,1.064,13.681,100,10.05,48.85
1482.839,-0.058,0.961,13.733,100,10.05,48.36
1482.903,0.229,0.88,13.772,100,10.05,48.28
1482.968,-0.131,0.997,13.751,100,10.05,48.29
1483.032,0.008,0.961,13.657,100,10.05,48.02
1483.097,0.246,0.951,13.542,100,10.04,47.76
1483.161,0.152,0.969,13.482,100,10.04,47.48
1483.226,-0.054,1,13.447,99,10.04,46.93
1483.29,-0.047,1.098,13.405,99,10.04,46.44
1483.355,-0.035,1.044,13.366,99,10.04,45.64
1483.419,-0.011,0.847,13.325,99,10.04,45.12
1483.484,-0.144,0.995,13.297,99,10.04,44.78
1483.548,0.102,0.813,13.276,99,10.04,44.7
1483.613,-0.111,0.792,13.241,99,10.04,44.61
1483.677,0.012,1.033,13.205,99,10.04,44.93
1483.742,0.233,0.829,13.175,96,10.04,45.22
1483.806,-0.042,0.927,13.153,96,10.04,45.46
1483.871,-0.115,0.886,13.138,96,10.04,45.75
1483.935,-0.083,0.984,13.119,96,10.04,45.81
1484,-0.007,1.031,13.101,96,10.04,45.81
1484.065,-0.056,1,13.075,96,10.04,45.66
1484.129,0.075,1.103,13.049,96,10.04,45.22
1484.194,0.028,0.943,13.035,96,10.04,45.05
1484.258,0.037,1.052,13.027,96,10.04,44.91
1484.323,0.259,0.961,13.023,96,10.04,44.58
1484.387,0.319,0.821,13.017,96,10.04,44.83
1484.452,0.067,0.868,13.031,96,10.04,45.25
1484.516,0.08,0.922,13.05,96,10.04,45.21
1484.581,0.12,0.865,13.065,96,10.04,45.18
1484.645,0.169,0.93,13.078,96,10.04,45.48
1484.71,0.04,0.938,13.108,96,10.04,45.9
1484.774,0.298,0.855,13.133,96,10.04,46.07
1484.839,0.076,0.891,13.153,96,10.04,46.2
1484.903,0.196,0.938,13.169,96,10.04,46.63
1484.968,0.433,0.961,13.191,96,10.04,47.02
1485.032,0.179,1.114,13.214,96,10.04,46.97
1485.097,0.082,1.007,13.241,96,10.04,46.87
1485.161,0.126,1.067,13.276,96,10.04,47.19
1485.226,0.057,0.995,13.307,96,10.04,47.75
1485.29,0.027,0.976,13.344,97,10.04,47.82
1485.355,0.286,1.411,13.379,97,10.04,48.08
1485.419,0.061,1.114,13.411,97,10.04,48.77
1485.484,0.189,1.108,13.443,97,10.04,48.81
1485.548,0.409,1.057,13.485,97,10.04,48.84
1485.613,0.126,0.813,13.486,97,10.04,48.85
1485.677,0.047,0.896,13.497,103,10.04,49.02
1485.742,0.082,1,13.496,103,10.04,49.48
1485.806,0.131,0.94,13.482,103,10.04,49.97
1485.871,0.005,0.855,13.471,103,10.04,49.86
1485.935,0.269,1.057,13.469,103,10.04,49.55
1486,0.007,0.904,13.465,103,10.04,49.53
1486.065,0.127,1.09,13.461,103,10.04,49.14
1486.129,0.373,1.013,13.472,103,10.04,48.48
1486.194,0.139,1.031,13.475,103,10.05,48.24
1486.258,0.015,0.951,13.46,101,10.05,48.1
1486.323,0.037,0.875,13.451,101,10.04,47.93
1486.387,0.092,0.917,13.459,101,10.05,48.14
1486.452,0.016,0.87,13.485,101,10.04,48.02
1486.516,0.14,0.85,13.498,101,10.04,47.42
1486.581,0.021,0.844,13.513,101,10.04,47.15
1486.645,0.023,0.917,13.528,101,10.04,46.96
1486.71,0.232,0.948,13.538,101,10.05,46.94
1486.774,0.247,0.997,13.508,101,10.05,47.54
1486.839,-0.027,0.953,13.372,99,10.04,47.69
1486.903,-0.025,0.919,13.236,99,10.05,47.03
1486.968,0.004,0.919,13.15,99,10.04,46.7
1487.032,0.031,1.088,13.111,99,10.04,46.73
1487.097,-0.092,0.93,13.129,99,10.05,46.59
1487.161,0.173,1.002,13.104,99,10.05,46.42
1487.226,-0.033,0.945,13.067,99,10.05,46.34
1487.29,0.098,1.036,13.052,99,10.05,45.92
1487.355,0.326,0.909,13.026,99,10.05,45.42
1487.419,0.043,1.046,13.014,99,10.05,45.62
1487.484,-0.019,0.888,13.02,99,10.05,45.76
1487.548,-0.001,0.834,13.021,99,10.06,45.55
1487.613,0.057,0.824,13.026,99,10.06,45.68
1487.677,-0.01,0.878,13.037,99,10.06,45.74
1487.742,0.117,0.961,13.041,99,10.07,45.14
1487.806,0.028,0.899,13.05,99,10.07,44.68
1487.871,0.025,0.992,13.086,99,10.07,44.52
1487.935,0.195,0.904,13.119,99,10.07,44.4
1488,0.173,0.878,13.141,96,10.07,44.47
1488.065,-0.017,0.888,13.165,96,10.07,44.67
1488.129,-0.014,0.813,13.188,96,10.07,44.8
1488.194,0.077,1.031,13.204,96,10.07,44.91
1488.258,-0.019,0.93,13.221,96,10.07,45.19
1488.323,0.14,0.938,13.224,96,10.06,45.19
1488.387,-0.022,0.901,13.234,96,10.07,45.18
1488.452,-0.003,0.901,13.238,96,10.07,45.31
1488.516,0.21,0.924,13.239,103,10.07,46.02
1488.581,0.205,0.893,13.239,103,10.07,46.87
1488.645,-0.039,0.855,13.234,103,10.07,47.3
1488.71,-0.029,0.984,13.233,103,10.07,47.43
1488.774,0.041,1.018,13.228,103,10.07,47.78
1488.839,-0.068,0.88,13.226,103,10.07,48.05
1488.903,0.2,1.044,13.224,103,10.06,48.36
1488.968,-0.119,0.982,13.223,103,10.07,48.39
1489.032,-0.002,0.912,13.216,103,10.07,48.11
1489.097,0.219,0.943,13.214,104,10.07,47.36
1489.161,0.174,0.932,13.211,104,10.07,46.9
1489.226,-0.046,1.026,13.204,104,10.07,46.95
1489.29,-0.018,0.948,13.203,104,10.08,47.23
1489.355,0.056,0.847,13.209,104,10.07,46.82
1489.419,-0.07,0.919,13.214,104,10.07,46.28
1489.484,0.217,0.875,13.218,104,10.07,46.45
1489.548,-0.12,0.844,13.224,104,10.07,46.67
1489.613,0.015,1.165,13.228,104,10.07,45.98
1489.677,0.255,0.906,13.229,104,10.07,45.51
1489.742,0.094,0.865,13.231,104,10.06,45.67
1489.806,-0.082,1.046,13.231,104,10.07,45.67
1489.871,-0.064,0.883,13.236,104,10.07,45.19
1489.935,-0.007,0.956,13.238,104,10.07,45.05
1490,-0.158,0.982,13.238,104,10.07,45.41
1490.065,0.084,1.023,13.241,104,10.07,45.48
1490.129,-0.185,1.24,13.245,104,10.07,45.46
1490.194,-0.081,0.987,13.248,104,10.07,45.55
1490.258,0.156,0.984,13.245,104,10.07,45.74
1490.323,-0.067,0.896,13.247,104,10.06,45.43
1490.387,-0.185,0.852,13.246,104,10.06,45
