Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),RESP(mV)
853.161,-0.042,-0.012,3.203,18.932,85,11.126
853.226,-0.068,-0.006,3.202,18.927,85,11.132
853.29,-0.067,-0.007,3.2,18.921,85,11.134
853.355,-0.076,-0.004,3.198,18.911,85,11.126
853.419,-0.325,-0.002,3.195,18.897,85,11.12
853.484,-0.163,-0.016,3.193,18.885,85,11.118
853.548,-0.014,-0.003,3.192,18.879,85,11.12
853.613,-0.035,-0.011,3.189,18.869,84,11.118
853.677,-0.119,-0.005,3.186,18.842,84,11.112
853.742,-0.114,-0.012,3.181,18.807,84,11.112
853.806,-0.103,-0.014,3.178,18.784,84,11.114
853.871,-0.089,0,3.175,18.768,84,11.114
853.935,-0.055,0.005,3.173,18.76,84,11.118
854,-0.065,0.004,3.172,18.753,84,11.12
854.065,-0.033,-0.002,3.17,18.747,84,11.12
854.129,-0.412,0.002,3.167,18.745,84,11.12
854.194,0.002,-0.011,3.166,18.782,84,11.12
854.258,0.031,-0.001,3.163,18.816,84,11.122
854.323,0.008,-0.006,3.162,18.829,88,11.122
854.387,-0.02,-0.003,3.16,18.831,88,11.126
854.452,-0.015,-0.014,3.157,18.829,88,11.134
854.516,-0.007,-0.007,3.153,18.828,88,11.146
854.581,-0.008,-0.011,3.152,18.829,88,11.23
854.645,0.002,-0.009,3.151,18.829,88,11.272
854.71,0.001,-0.003,3.148,18.837,88,11.314
854.774,-0.311,0,3.147,18.837,88,11.364
854.839,0.012,-0.002,3.145,18.821,88,11.42
854.903,0.046,-0.001,3.142,18.805,88,11.474
854.968,0.048,0.003,3.14,18.787,88,11.53
855.032,0.003,-0.005,3.14,18.774,88,11.582
855.097,0.018,-0.005,3.137,18.765,88,11.63
855.161,0.018,-0.007,3.135,18.761,88,11.666
855.226,0.011,0.003,3.132,18.757,88,11.698
855.29,0.013,-0.017,3.132,18.748,88,11.726
855.355,0.016,-0.012,3.13,18.738,88,11.744
855.419,-0.228,-0.004,3.127,18.731,88,11.76
855.484,-0.023,-0.011,3.126,18.727,88,11.764
855.548,0.076,0.002,3.123,18.72,88,11.77
855.613,0.075,0.006,3.122,18.719,88,11.77
855.677,0.036,-0.002,3.12,18.719,88,11.766
855.742,0.058,-0.008,3.118,18.717,88,11.76
855.806,0.061,0.001,3.115,18.719,88,11.75
855.871,0.059,-0.011,3.112,18.718,88,11.738
855.935,0.094,-0.009,3.11,18.714,88,11.728
856,-0.267,-0.001,3.107,18.713,88,11.712
856.065,0.16,-0.009,3.106,18.708,97,11.7
856.129,0.163,-0.002,3.103,18.708,97,11.688
856.194,0.102,-0.004,3.098,18.712,97,11.672
856.258,0.102,-0.004,3.098,18.712,97,11.652
856.323,0.116,-0.007,3.095,18.716,97,11.632
856.387,0.103,-0.008,3.094,18.721,97,11.61
856.452,0.081,-0.003,3.091,18.716,97,11.59
856.516,-0.215,0,3.089,18.71,97,11.578
856.581,-0.014,-0.005,3.088,18.708,97,11.564
856.645,0.142,-0.006,3.085,18.703,97,11.54
856.71,0.157,0.003,3.083,18.702,97,11.516
856.774,0.094,-0.004,3.081,18.702,97,11.494
856.839,0.081,-0.01,3.08,18.703,97,11.476
856.903,0.088,-0.01,3.078,18.71,97,11.46
856.968,0.075,-0.004,3.075,18.718,97,11.444
857.032,0.062,-0.006,3.073,18.736,97,11.428
857.097,0.058,0,3.071,18.757,97,11.42
857.161,-0.384,0.001,3.069,18.787,97,11.418
857.226,0.074,-0.002,3.068,18.823,94,11.418
857.29,0.135,-0.004,3.065,18.863,94,11.42
857.355,0.157,-0.003,3.063,18.902,94,11.424
857.419,0.08,-0.005,3.061,18.946,94,11.428
857.484,0.058,-0.01,3.059,18.994,94,11.432
857.548,0.066,-0.008,3.058,19.044,94,11.438
857.613,0.055,-0.008,3.055,19.096,94,11.44
857.677,0.054,-0.009,3.055,19.146,94,11.442
857.742,0.04,-0.004,3.053,19.194,94,11.442
857.806,0.061,-0.003,3.051,19.231,94,11.422
857.871,-0.425,-0.006,3.05,19.265,94,11.406
857.935,0.126,-0.003,3.049,19.294,87,11.4
858,0.143,-0.006,3.048,19.319,87,11.4
858.065,0.112,-0.008,3.046,19.34,87,11.402
858.129,0.033,-0.012,3.045,19.359,87,11.4
858.194,0.011,-0.007,3.043,19.371,87,11.394
858.258,0.001,-0.003,3.043,19.381,87,11.394
858.323,-0.006,-0.007,3.043,19.387,87,11.394
858.387,-0.021,-0.009,3.043,19.394,87,11.39
858.452,-0.041,-0.004,3.041,19.395,87,11.394
858.516,-0.04,-0.004,3.041,19.395,87,11.39
858.581,-0.429,0.008,3.04,19.393,87,11.386
858.645,-0.006,-0.009,3.04,19.389,87,11.38
858.71,0.005,0.006,3.04,19.384,87,11.376
858.774,-0.003,0.003,3.04,19.375,87,11.374
858.839,-0.028,-0.006,3.039,19.369,106,11.366
858.903,-0.012,-0.01,3.038,19.348,106,11.364
858.968,0,-0.007,3.038,19.335,106,11.364
859.032,0.002,-0.002,3.038,19.324,106,11.362
859.097,0.006,-0.009,3.038,19.31,106,11.364
859.161,-0.229,0.002,3.036,19.296,106,11.362
859.226,-0.031,-0.018,3.035,19.276,106,11.312
859.29,0.076,-0.004,3.035,19.256,106,11.308
859.355,0.078,-0.002,3.035,19.239,106,11.308
859.419,0.039,-0.009,3.035,19.219,106,11.302
859.484,0.04,-0.009,3.034,19.202,106,11.298
859.548,0.035,-0.006,3.033,19.185,106,11.298
859.613,0.02,-0.007,3.033,19.171,106,11.296
859.677,0.005,-0.008,3.031,19.146,106,11.3
859.742,-0.358,-0.008,3.028,19.136,89,11.302
859.806,0.031,-0.005,3.028,19.128,89,11.298
859.871,0.051,0,3.028,19.123,89,11.29
859.935,0.038,-0.009,3.025,19.119,89,11.284
860,0.003,-0.001,3.025,19.119,89,11.274
860.065,0.031,-0.012,3.025,19.122,82,11.266
860.129,0.026,0.002,3.023,19.125,82,11.262
860.194,0.025,-0.004,3.021,19.13,82,11.258
860.258,0.019,-0.005,3.02,19.138,82,11.254
860.323,0.038,0.001,3.019,19.144,82,11.246
860.387,-0.376,-0.003,3.018,19.15,82,11.24
860.452,0.087,-0.006,3.015,19.155,112,11.24
860.516,0.109,-0.002,3.015,19.16,112,11.236
860.581,0.091,-0.005,3.013,19.165,112,11.236
860.645,0.02,-0.013,3.011,19.17,112,11.234
860.71,0.014,-0.005,3.009,19.175,112,11.22
860.774,0.01,-0.007,3.008,19.177,112,11.21
860.839,0.006,-0.005,3.008,19.18,112,11.196
860.903,0.004,-0.005,3.008,19.182,112,11.19
860.968,0.006,-0.006,3.007,19.182,112,11.188
861.032,-0.423,0.003,3.006,19.186,112,11.186
861.097,0.057,-0.001,3.004,19.189,112,11.186
861.161,0.082,0.003,3.004,19.191,112,11.184
861.226,0.084,-0.009,3.003,19.194,112,11.18
861.29,0.009,-0.011,3.003,19.195,112,11.184
861.355,0.006,-0.011,3.001,19.197,112,11.184
861.419,0.007,-0.007,3.001,19.2,112,11.184
861.484,0.003,-0.004,2.998,19.202,112,11.184
861.548,0,-0.009,2.998,19.204,112,11.184
861.613,-0.017,-0.006,2.998,19.204,91,11.184
861.677,-0.006,-0.003,2.998,19.201,91,11.18
861.742,-0.393,-0.005,2.996,19.199,91,11.184
861.806,0.064,0,2.994,19.188,91,11.184
861.871,0.042,-0.006,2.993,19.181,91,11.184
861.935,0.001,-0.015,2.993,19.173,91,11.184
862,0,-0.011,2.991,19.166,124,11.186
862.065,-0.006,-0.007,2.989,19.158,124,11.188
862.129,-0.02,-0.004,2.988,19.149,124,11.19
862.194,-0.027,-0.008,2.988,19.141,124,11.192
862.258,-0.048,0,2.988,19.133,124,11.192
862.323,-0.117,0,2.986,19.116,124,11.176
862.387,0.032,-0.002,2.983,19.106,124,11.174
862.452,0.041,0.008,2.983,19.096,124,11.168
862.516,-0.009,-0.002,2.983,19.086,124,11.164
862.581,-0.034,-0.015,2.981,19.075,84,11.164
862.645,-0.026,-0.004,2.979,19.063,84,11.162
862.71,-0.039,-0.006,2.977,19.032,84,11.162
862.774,-0.039,-0.006,2.977,19.032,84,11.164
862.839,-0.032,-0.004,2.973,19.003,84,11.166
862.903,-0.031,-0.003,2.973,18.993,84,11.164
862.968,-0.397,-0.009,2.972,18.997,84,11.164
863.032,0.034,-0.004,2.971,19.014,84,11.164
863.097,0.035,-0.004,2.969,19.013,84,11.164
863.161,0,-0.007,2.968,19.001,84,11.162
863.226,-0.027,-0.012,2.966,18.983,84,11.162
863.29,-0.029,-0.014,2.964,18.969,84,11.162
863.355,-0.025,0.004,2.963,18.95,84,11.158
863.419,-0.025,-0.003,2.962,18.939,84,11.162
863.484,-0.021,-0.006,2.959,18.937,84,11.164
863.548,-0.024,-0.004,2.958,18.929,84,11.166
863.613,-0.346,-0.003,2.957,18.921,84,11.156
863.677,-0.006,-0.008,2.956,18.914,84,11.146
863.742,0.047,-0.005,2.953,18.907,84,11.144
863.806,0.041,-0.001,2.951,18.895,84,11.144
863.871,-0.007,-0.008,2.948,18.872,84,11.142
863.935,0.015,-0.021,2.948,18.846,67,11.136
864,0.012,-0.009,2.946,18.827,67,11.14
864.065,-0.023,-0.008,2.943,18.814,67,11.142
864.129,-0.026,0.007,2.943,18.797,67,11.144
864.194,-0.054,0,2.942,18.786,67,11.144
864.258,-0.177,0.012,2.941,18.822,67,11.144
864.323,-0.298,-0.008,2.938,18.843,67,11.144
864.387,0.011,-0.014,2.936,18.883,67,11.146
864.452,-0.008,-0.012,2.934,18.904,67,11.146
864.516,-0.022,-0.02,2.932,18.931,67,11.148
864.581,-0.01,-0.011,2.931,18.977,67,11.148
864.645,-0.01,-0.002,2.929,19.036,67,11.148
864.71,-0.011,-0.002,2.928,19.088,67,11.148
864.774,0.003,0,2.926,19.047,67,11.152
864.839,0.003,0,2.926,19.047,67,11.152
864.903,-0.387,-0.001,2.923,19.015,67,11.154
864.968,0.086,0.001,2.922,18.997,67,11.156
865.032,0.082,-0.003,2.92,18.99,67,11.154
865.097,0.034,-0.008,2.919,19,67,11.154
865.161,0.04,-0.006,2.917,19.028,67,11.158
865.226,0.044,0.001,2.916,19.099,67,11.176
865.29,0.038,-0.01,2.915,19.169,67,11.202
865.355,0.037,-0.008,2.914,19.261,67,11.232
865.419,0.028,-0.011,2.912,19.361,67,11.262
865.484,0.039,0.001,2.91,19.471,67,11.3
865.548,-0.354,-0.004,2.909,19.591,67,11.44
865.613,0.089,-0.006,2.909,19.715,88,11.48
865.677,0.107,-0.001,2.909,19.836,88,11.53
865.742,0.102,-0.005,2.909,19.955,88,11.582
865.806,0.05,-0.009,2.907,20.067,88,11.632
865.871,0.047,-0.003,2.909,20.174,88,11.682
865.935,0.047,-0.003,2.909,20.279,88,11.73
866,0.04,-0.008,2.909,20.454,88,11.774
866.065,0.029,-0.005,2.915,20.525,88,11.816
866.129,0.021,-0.002,2.917,20.583,88,11.858
866.194,-0.326,-0.007,2.922,20.626,88,11.888
866.258,0.056,0,2.927,20.66,88,11.916
866.323,0.088,-0.003,2.932,20.687,88,11.936
866.387,0.082,0.003,2.939,20.71,88,11.952
866.452,0.024,-0.008,2.945,20.72,88,11.962
866.516,0.033,-0.009,2.953,20.72,88,11.964
866.581,0.032,-0.001,2.96,20.714,88,11.96
866.645,0.019,-0.007,2.969,20.704,88,11.95
866.71,0.014,-0.003,2.977,20.691,88,11.938
866.774,0.014,-0.006,2.985,20.668,88,11.926
866.839,0.008,-0.003,2.995,20.648,88,11.908
866.903,-0.356,-0.002,3.003,20.62,88,11.894
866.968,0.052,0.007,3.01,20.59,85,11.804
867.032,0.076,-0.002,3.02,20.567,85,11.762
867.097,0.063,0,3.026,20.559,85,11.72
867.161,-0.015,-0.021,3.034,20.586,85,11.674
867.226,-0.007,-0.009,3.04,20.566,85,11.628
867.29,-0.02,-0.007,3.049,20.432,85,11.582
867.355,-0.033,-0.017,3.055,20.336,85,11.542
867.419,-0.036,0.006,3.061,20.266,85,11.5
867.484,-0.037,-0.008,3.068,20.214,85,11.464
867.548,-0.037,0.001,3.074,20.162,85,11.438
867.613,-0.414,-0.004,3.078,20.103,85,11.396
867.677,0.012,-0.009,3.081,20.036,85,11.356
867.742,0.034,-0.005,3.086,19.985,85,11.328
867.806,0.018,0.004,3.089,19.941,85,11.312
867.871,-0.05,-0.009,3.094,19.895,85,11.296
867.935,-0.05,-0.015,3.096,19.85,107,11.28
868,-0.039,-0.005,3.098,19.816,107,11.268
868.065,-0.053,-0.01,3.102,19.792,107,11.258
868.129,-0.073,0,3.102,19.764,107,11.246
868.194,-0.089,-0.003,3.105,19.742,107,11.236
868.258,-0.085,-0.001,3.107,19.714,107,11.228
868.323,-0.452,-0.004,3.107,19.684,107,11.218
868.387,0.004,-0.007,3.107,19.69,107,11.21
868.452,0.011,-0.004,3.107,19.689,107,11.206
868.516,-0.023,-0.009,3.107,19.672,107,11.188
868.581,-0.004,-0.003,3.107,19.652,84,11.186
868.645,0.001,-0.003,3.107,19.632,84,11.18
868.71,-0.003,-0.006,3.105,19.614,84,11.18
868.774,0.003,-0.007,3.102,19.59,84,11.18
868.839,-0.002,-0.007,3.102,19.569,84,11.174
868.903,0.037,0.002,3.1,19.549,84,11.164
868.968,-0.352,0,3.098,19.527,84,11.156
869.032,0.069,-0.002,3.097,19.507,86,11.154
869.097,0.081,-0.002,3.096,19.491,86,11.152
869.161,0.055,-0.006,3.091,19.463,86,11.148
869.226,0.074,-0.009,3.089,19.453,86,11.148
869.29,0.072,-0.011,3.086,19.452,86,11.146
869.355,0.064,-0.009,3.084,19.456,86,11.148
869.419,0.067,-0.002,3.081,19.468,86,11.154
869.484,0.054,-0.004,3.079,19.491,86,11.156
869.548,0.085,-0.001,3.078,19.52,86,11.156
869.613,-0.348,0.001,3.074,19.562,86,11.156
869.677,0.124,-0.009,3.069,19.678,85,11.152
869.742,0.116,-0.003,3.068,19.753,85,11.154
869.806,0.076,-0.015,3.065,19.834,85,11.152
869.871,0.083,-0.013,3.063,19.921,85,11.154
869.935,0.074,-0.009,3.06,20.008,85,11.17
870,0.059,-0.006,3.058,20.094,85,11.168
870.065,0.05,-0.002,3.055,20.247,85,11.156
870.129,0.05,-0.002,3.055,20.247,85,11.146
870.194,0.044,0.004,3.054,20.369,85,11.142
870.258,0.115,-0.001,3.053,20.417,85,11.14
870.323,0.128,-0.003,3.054,20.455,85,11.142
870.387,0.086,-0.011,3.055,20.485,85,11.146
870.452,0.06,-0.004,3.059,20.506,85,11.152
870.516,0.063,-0.031,3.059,20.518,85,11.152
870.581,0.058,-0.012,3.064,20.525,85,11.152
870.645,0.048,-0.005,3.066,20.522,85,11.154
870.71,0.045,0.006,3.076,20.504,85,11.152
870.774,0.03,-0.003,3.081,20.487,85,11.148
870.839,-0.104,0.001,3.086,20.467,85,11.148
870.903,-0.175,-0.012,3.091,20.443,85,11.152
870.968,0.101,-0.002,3.097,20.415,78,11.154
871.032,0.117,-0.009,3.103,20.387,78,11.156
871.097,0.068,-0.013,3.108,20.356,78,11.156
871.161,0.057,-0.013,3.113,20.323,78,11.158
871.226,0.061,0,3.118,20.289,78,11.156
871.29,0.059,-0.006,3.123,20.25,78,11.146
871.355,0.05,-0.007,3.127,20.21,78,11.142
871.419,0.047,-0.004,3.131,20.172,78,11.142
871.484,0.046,-0.007,3.136,20.131,78,11.146
871.548,0.04,0.001,3.138,20.091,78,11.144
871.613,0.073,0.005,3.142,20.051,78,11.142
871.677,-0.345,0,3.145,20.014,78,11.142
871.742,0.114,-0.004,3.147,19.974,75,11.136
871.806,0.124,-0.003,3.15,19.936,75,11.14
871.871,0.093,-0.002,3.151,19.898,75,11.142
871.935,0.056,-0.012,3.152,19.866,75,11.144
872,0.066,-0.01,3.153,19.836,75,11.146
872.065,0.066,0.001,3.155,19.804,75,11.148
872.129,0.056,-0.005,3.155,19.773,75,11.148
872.194,0.051,0.001,3.155,19.743,75,11.148
872.258,0.045,-0.002,3.155,19.713,75,11.148
872.323,0.043,-0.012,3.152,19.683,75,11.148
872.387,0.042,-0.009,3.152,19.655,75,11.146
872.452,-0.325,-0.005,3.15,19.626,75,11.146
872.516,0.073,-0.008,3.148,19.6,74,11.152
872.581,0.113,-0.014,3.147,19.575,74,11.158
872.645,0.119,-0.004,3.146,19.55,74,11.156
872.71,0.054,-0.007,3.143,19.528,74,11.146
872.774,0.057,-0.003,3.142,19.507,74,11.142
872.839,0.056,-0.005,3.14,19.487,74,11.14
872.903,0.045,-0.01,3.137,19.465,74,11.136
872.968,0.032,0.001,3.136,19.447,74,11.136
873.032,0.029,-0.001,3.13,19.41,74,11.136
873.097,0.024,-0.001,3.128,19.391,74,11.136
873.161,0.024,-0.006,3.125,19.375,74,11.14
873.226,-0.339,0.001,3.122,19.359,74,11.144
873.29,0.049,0.003,3.118,19.344,74,11.144
873.355,0.091,-0.003,3.116,19.329,74,11.146
873.419,0.1,-0.004,3.113,19.314,74,11.144
873.484,0.035,-0.005,3.111,19.302,74,11.142
873.548,0.032,-0.018,3.108,19.288,74,11.142
873.613,0.036,-0.006,3.105,19.275,74,11.144
873.677,0.025,-0.003,3.102,19.263,74,11.146
873.742,0.02,-0.002,3.098,19.25,74,11.148
873.806,0.015,-0.012,3.096,19.238,74,11.152
873.871,0.014,-0.005,3.094,19.228,74,11.154
873.935,0.012,-0.006,3.091,19.216,74,11.162
874,0.014,-0.005,3.088,19.203,70,11.178
874.065,-0.366,0,3.085,19.193,70,11.192
874.129,0.063,-0.001,3.081,19.182,70,11.214
874.194,0.092,-0.004,3.078,19.168,70,11.256
874.258,0.095,0.005,3.075,19.158,70,11.312
874.323,0.027,-0.011,3.071,19.148,70,11.366
874.387,0.032,-0.011,3.069,19.139,70,11.412
874.452,0.04,-0.016,3.066,19.129,70,11.462
874.516,0.036,-0.014,3.063,19.116,70,11.51
874.581,0.034,-0.003,3.059,19.104,70,11.56
874.645,0.032,0.004,3.058,19.094,70,11.606
874.71,0.029,0,3.054,19.084,70,11.648
874.774,0.026,0.004,3.051,19.073,70,11.696
874.839,0.044,-0.001,3.049,19.061,70,11.742
874.903,-0.361,-0.007,3.048,19.049,70,11.788
874.968,0.088,-0.012,3.044,19.038,70,11.828
875.032,0.102,-0.007,3.041,19.027,70,11.866
875.097,0.087,-0.009,3.038,19.014,70,11.898
875.161,0.033,-0.01,3.036,19.003,70,11.926
875.226,0.045,-0.006,3.034,18.992,70,11.942
875.29,0.041,-0.01,3.03,18.981,70,11.948
875.355,0.031,-0.009,3.029,18.972,70,11.95
875.419,0.03,-0.002,3.026,18.964,70,11.948
875.484,0.021,-0.007,3.023,18.959,70,11.94
875.548,0.012,0.004,3.021,18.961,70,11.93
875.613,-0.21,0,3.019,18.968,70,11.92
875.677,-0.092,-0.002,3.018,18.968,70,11.906
875.742,0.06,-0.006,3.011,18.97,70,11.892
875.806,0.01,0.001,3.008,18.982,70,11.874
875.871,0.024,-0.014,3.007,18.993,70,11.86
875.935,0.034,-0.007,3.004,19.004,70,11.84
876,0.038,-0.004,3.003,19.014,372,11.756
876.065,0.045,-0.007,2.999,19.026,372,11.722
876.129,0.052,-0.001,2.996,19.078,372,11.686
876.194,0.052,-0.001,2.996,19.078,372,11.648
876.258,0.083,-0.005,2.993,19.18,372,11.604
876.323,0.129,-0.008,2.991,19.253,372,11.56
876.387,0.15,-0.002,2.989,19.338,372,11.52
876.452,0.123,-0.002,2.988,19.432,372,11.488
876.516,0.107,-0.011,2.986,19.532,372,11.462
876.581,0.119,-0.011,2.983,19.634,372,11.44
876.645,0.118,-0.005,2.983,19.732,372,11.408
876.71,0.116,-0.005,2.982,19.824,372,11.374
876.774,0.123,-0.002,2.981,19.91,372,11.35
876.839,0.121,-0.006,2.981,19.988,372,11.328
876.903,0.135,0,2.981,20.054,372,11.314
876.968,-0.243,-0.002,2.982,20.112,372,11.298
877.032,0.172,-0.013,2.988,20.226,372,11.288
877.097,0.098,-0.008,2.992,20.245,372,11.278
877.161,0.117,-0.01,2.998,20.255,372,11.268
877.226,0.119,-0.002,3.002,20.259,372,11.258
877.29,0.103,-0.007,3.007,20.261,372,11.246
877.355,0.099,-0.007,3.014,20.254,372,11.236
877.419,0.09,-0.006,3.02,20.244,372,11.228
877.484,0.115,-0.002,3.041,20.189,372,11.222
877.548,0.166,0.001,3.05,20.16,372,11.218
877.613,0.127,0.001,3.056,20.131,372,11.212
877.677,0.083,-0.007,3.065,20.1,372,11.208
877.742,0.086,-0.005,3.071,20.065,372,11.206
877.806,0.08,-0.007,3.079,20.028,372,11.202
877.871,0.068,-0.008,3.084,19.989,372,11.202
877.935,0.056,-0.008,3.091,19.952,372,11.2
878,0.043,-0.008,3.101,19.876,372,11.19
878.065,-0.368,0.001,3.106,19.838,310,11.174
878.129,0.097,-0.009,3.111,19.8,310,11.166
878.194,0.102,-0.004,3.116,19.763,310,11.164
878.258,0.071,0.003,3.12,19.728,310,11.162
878.323,0.007,-0.011,3.122,19.698,310,11.162
878.387,0.006,-0.008,3.125,19.668,310,11.162
878.452,0.001,-0.005,3.127,19.644,310,11.158
878.516,-0.012,-0.006,3.13,19.611,310,11.156
878.581,-0.028,-0.007,3.132,19.605,310,11.158
878.645,-0.046,-0.004,3.132,19.6,310,11.162
878.71,-0.04,-0.005,3.132,19.599,310,11.158
878.774,-0.448,-0.001,3.132,19.599,310,11.158
878.839,0.012,-0.003,3.132,19.602,310,11.158
878.903,0.025,-0.003,3.132,19.605,310,11.162
878.968,0.006,-0.004,3.132,19.606,310,11.162
879.032,-0.047,-0.014,3.131,19.606,310,11.162
879.097,-0.031,-0.008,3.127,19.606,310,11.158
879.161,-0.029,-0.007,3.127,19.602,310,11.164
879.226,-0.039,-0.004,3.127,19.599,310,11.166
879.29,-0.04,-0.008,3.126,19.591,310,11.166
879.355,-0.05,-0.006,3.125,19.584,310,11.168
879.419,-0.054,-0.005,3.122,19.573,310,11.158
879.484,-0.066,-0.001,3.122,19.559,310,11.152
879.548,-0.055,0,3.12,19.546,310,11.146
879.613,-0.452,0,3.12,19.534,310,11.146
879.677,-0.005,0,3.117,19.519,310,11.144
879.742,0.014,-0.001,3.117,19.502,310,11.136
879.806,0.019,-0.004,3.115,19.486,310,11.14
879.871,-0.051,-0.011,3.113,19.472,310,11.136
879.935,-0.044,-0.009,3.112,19.458,310,11.14
880,-0.044,-0.007,3.11,19.438,310,11.14
880.065,-0.049,-0.007,3.11,19.42,310,11.14
880.129,-0.059,-0.006,3.107,19.399,310,11.14
880.194,-0.063,-0.004,3.107,19.38,310,11.142
880.258,-0.063,-0.009,3.105,19.36,310,11.142
880.323,-0.054,0,3.103,19.338,310,11.142
880.387,-0.048,-0.004,3.101,19.318,310,11.142
880.452,-0.462,-0.001,3.1,19.298,310,11.142
880.516,0.002,-0.005,3.097,19.276,310,11.142
880.581,0.028,-0.007,3.095,19.256,310,11.142
880.645,0.026,0,3.093,19.236,310,11.146
880.71,-0.038,-0.007,3.091,19.217,70,11.148
880.774,-0.023,-0.012,3.088,19.2,70,11.152
880.839,-0.022,-0.003,3.086,19.181,70,11.152
880.903,-0.025,-0.002,3.084,19.162,70,11.142
880.968,-0.032,-0.012,3.081,19.145,70,11.134
881.032,-0.035,-0.007,3.078,19.116,70,11.132
881.097,-0.045,-0.006,3.074,19.103,70,11.134
881.161,-0.01,-0.008,3.071,19.088,70,11.132
881.226,-0.433,0,3.069,19.075,70,11.13
881.29,0.032,-0.011,3.066,19.062,70,11.132
881.355,0.042,-0.003,3.063,19.047,70,11.132
881.419,0.011,0.002,3.06,19.034,70,11.132
881.484,-0.033,-0.012,3.058,19.021,73,11.136
881.548,-0.019,-0.008,3.053,18.997,73,11.134
881.613,-0.02,0,3.049,18.984,73,11.134
881.677,-0.014,-0.004,3.046,18.974,73,11.136
881.742,-0.017,-0.008,3.043,18.962,73,11.136
881.806,-0.031,-0.009,3.039,18.95,73,11.14
881.871,0.008,-0.004,3.036,18.939,73,11.136
881.935,-0.401,-0.006,3.033,18.927,73,11.14
882,0.062,-0.009,3.03,18.917,73,11.14
882.065,0.076,-0.003,3.024,18.897,73,11.14
882.129,0.014,-0.005,3.021,18.888,73,11.14
882.194,0.025,-0.013,3.018,18.877,77,11.14
882.258,0.026,-0.007,3.016,18.867,77,11.142
882.323,0.027,-0.005,3.013,18.857,77,11.146
882.387,0.027,-0.003,3.01,18.847,77,11.146
882.452,0.024,-0.001,3.006,18.828,77,11.148
882.516,0.024,-0.001,3.006,18.828,77,11.148
882.581,0.044,-0.002,2.999,18.808,77,11.142
882.645,0.1,-0.009,2.998,18.797,76,11.134
882.71,0.108,-0.002,2.996,18.786,76,11.13
882.774,0.09,0.005,2.993,18.776,76,11.13
882.839,0.019,-0.01,2.989,18.767,76,11.13
882.903,0.029,-0.012,2.987,18.76,76,11.13
882.968,0.014,-0.007,2.984,18.752,76,11.13
883.032,-0.002,-0.004,2.982,18.746,76,11.13
883.097,-0.007,-0.005,2.976,18.753,76,11.13
883.161,-0.021,-0.001,2.973,18.76,76,11.134
883.226,-0.002,-0.008,2.971,18.757,76,11.132
883.29,-0.435,-0.007,2.968,18.752,76,11.132
883.355,0.024,-0.003,2.966,18.745,76,11.132
883.419,0.027,0,2.963,18.74,76,11.132
883.484,0,-0.001,2.961,18.735,76,11.134
883.548,-0.037,-0.009,2.958,18.728,97,11.134
883.613,-0.001,-0.006,2.956,18.722,97,11.134
883.677,0.006,-0.004,2.953,18.715,97,11.136
883.742,0.003,-0.008,2.952,18.708,97,11.136
883.806,0.018,-0.004,2.949,18.701,97,11.136
883.871,0.016,-0.015,2.947,18.695,97,11.134
883.935,0.031,-0.005,2.944,18.688,97,11.136
884,-0.364,-0.002,2.943,18.679,97,11.14
884.065,0.078,-0.004,2.939,18.671,83,11.142
884.129,0.087,-0.001,2.938,18.66,83,11.144
884.194,0.044,0.001,2.936,18.649,83,11.142
884.258,0.011,-0.015,2.933,18.64,83,11.134
884.323,0.054,-0.01,2.931,18.629,83,11.13
884.387,0.061,-0.001,2.928,18.619,83,11.126
884.452,0.054,-0.009,2.924,18.609,83,11.124
884.516,0.058,0.001,2.923,18.602,83,11.12
884.581,0.051,-0.005,2.921,18.593,83,11.12
884.645,0.059,-0.004,2.919,18.588,83,11.122
884.71,-0.367,0,2.917,18.579,83,11.12
884.774,0.1,-0.005,2.915,18.573,84,11.124
884.839,0.111,0.004,2.914,18.567,84,11.126
884.903,0.082,-0.001,2.911,18.559,84,11.13
884.968,0.035,-0.006,2.909,18.553,84,11.13
885.032,0.053,-0.007,2.909,18.548,84,11.134
885.097,0.038,-0.011,2.904,18.536,84,11.134
885.161,0.038,-0.011,2.904,18.536,84,11.132
